model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,featval_source_evidence,featval_sensor_visibility,featval_wind_error_sensitivity,v_all_maps,v_no_maps,efficiency_residual
Set Transformer,ch4t-test-001494,5,-0.282657,-0.237081,0.189473,0.091691,0.593389,0.259554,-6.265119,-5.934853,0.000e+00
Set Transformer,ch4t-test-001495,5,1.166369,0.056969,-0.538324,0.733972,0.866565,1.237856,-4.440028,-5.125042,1.110e-16
Set Transformer,ch4t-test-001496,5,1.142711,0.144142,-0.226082,0.712417,0.842703,1.381992,-3.886033,-4.946803,0.000e+00
Set Transformer,ch4t-test-001497,6,3.640548,-0.191022,-1.769583,1.652263,0.449427,3.329507,-6.048194,-7.728137,0.000e+00
Set Transformer,ch4t-test-001498,5,0.059505,0.401745,-0.015150,0.029600,0.000541,0.152373,-6.940642,-7.386743,0.000e+00
Set Transformer,ch4t-test-001499,8,0.737179,0.221328,-0.108755,0.139497,0.757271,0.251063,-4.538944,-5.388696,0.000e+00
Set Transformer,ch4t-test-001500,8,2.310682,-0.311097,-0.221298,2.478168,1.293804,1.006567,-2.069107,-3.847394,0.000e+00
Set Transformer,ch4t-test-001501,4,1.002799,0.231335,-0.501107,0.464382,0.772263,0.947876,-4.745221,-5.478248,0.000e+00
Set Transformer,ch4t-test-001502,5,2.071372,-0.156838,-0.366513,1.156198,0.886260,0.368168,-3.068270,-4.616292,0.000e+00
Set Transformer,ch4t-test-001503,7,0.321791,-0.762326,-0.364682,0.695119,-0.208549,1.364972,-7.453658,-6.648441,0.000e+00
Set Transformer,ch4t-test-001504,8,-0.067893,-0.038158,0.206502,0.646644,0.988729,0.848475,-7.077454,-7.177905,0.000e+00
Set Transformer,ch4t-test-001505,7,0.402289,0.020615,0.142016,0.909044,0.376629,1.476251,-4.461790,-5.026710,0.000e+00
Set Transformer,ch4t-test-001506,6,1.513795,-0.470100,-0.305021,1.359154,0.995501,0.555981,-4.613803,-5.352478,0.000e+00
Set Transformer,ch4t-test-001507,8,1.855567,0.092578,-1.027324,2.495749,1.479974,2.894811,-4.949686,-5.870507,1.110e-16
Set Transformer,ch4t-test-001508,5,0.030919,0.769262,-0.512571,-0.017496,0.725721,0.203010,-7.412855,-7.700464,0.000e+00
Set Transformer,ch4t-test-001509,4,0.521057,0.302014,-0.083834,0.137188,0.895037,0.208932,-7.988528,-8.727766,0.000e+00
Set Transformer,ch4t-test-001510,7,0.728218,0.157467,-0.175426,0.298061,1.113863,0.275944,-5.860676,-6.570935,0.000e+00
Set Transformer,ch4t-test-001511,8,2.155442,0.351162,-1.315502,0.604792,-0.435996,0.924191,-4.927799,-6.118901,2.220e-16
Set Transformer,ch4t-test-001512,8,1.038839,-0.021491,-0.491369,0.978035,-0.058199,1.152913,-4.073410,-4.599388,0.000e+00
Set Transformer,ch4t-test-001513,5,-0.002959,0.370134,0.397346,-0.023029,-0.578984,0.172016,-7.505499,-8.270021,0.000e+00
Set Transformer,ch4t-test-001514,4,0.081499,0.066817,-0.183310,-0.050540,-1.013215,0.172378,-7.788337,-7.753344,0.000e+00
Set Transformer,ch4t-test-001515,7,0.249253,0.148424,-0.070082,0.385425,0.772744,0.248381,-6.541709,-6.869304,0.000e+00
Set Transformer,ch4t-test-001516,4,0.671353,-0.276587,-0.141128,0.781867,0.777757,1.594755,-6.511160,-6.764796,0.000e+00
Set Transformer,ch4t-test-001517,4,2.300593,0.043083,-0.161282,0.374127,0.828292,0.224148,-2.282612,-4.465005,4.441e-16
Set Transformer,ch4t-test-001518,7,0.789359,0.144392,-0.020763,0.167868,1.040791,0.152511,-5.984717,-6.897705,1.110e-16
Set Transformer,ch4t-test-001519,5,-0.518094,-0.433281,0.327388,0.205630,0.878815,0.284563,-6.793613,-6.169627,0.000e+00
Set Transformer,ch4t-test-001520,4,0.322874,0.436387,0.272103,0.085719,-0.347126,0.333773,-5.678581,-6.709946,2.220e-16
Set Transformer,ch4t-test-001521,6,-0.551808,-0.965489,0.642406,1.037396,1.291294,1.766607,-12.600405,-11.725514,3.331e-16
Set Transformer,ch4t-test-001522,6,0.015850,-0.130254,0.875516,0.274488,-0.728863,0.960433,-4.699056,-5.460167,0.000e+00
Set Transformer,ch4t-test-001523,8,0.130237,0.073713,-0.427607,0.224396,1.043267,0.584391,-6.423850,-6.200192,0.000e+00
Set Transformer,ch4t-test-001524,8,1.328001,0.486819,-0.513952,0.435023,1.190869,0.427455,-3.298338,-4.599206,0.000e+00
Set Transformer,ch4t-test-001525,6,-0.296504,-1.460225,-0.282092,2.336526,0.466852,1.157987,-7.959045,-5.920223,0.000e+00
Set Transformer,ch4t-test-001526,7,2.277870,-0.091835,-0.034842,1.267247,0.368536,0.861780,-1.695565,-3.846758,0.000e+00
Set Transformer,ch4t-test-001527,6,0.360178,0.127416,-0.050642,0.508095,0.631341,0.253957,-3.735175,-4.172127,5.551e-17
Set Transformer,ch4t-test-001528,4,-2.271167,-0.983598,1.994626,0.971149,0.108328,2.158999,-7.819754,-6.559616,2.220e-16
Set Transformer,ch4t-test-001529,5,0.581524,0.053780,0.023921,0.119631,0.245582,0.173792,-8.297479,-8.956703,1.110e-16
Set Transformer,ch4t-test-001530,8,2.462806,-0.934292,-0.993723,1.939001,-0.175391,1.537974,-4.344382,-4.879173,4.441e-16
Set Transformer,ch4t-test-001531,5,1.025240,0.103622,-0.283232,0.601992,0.567308,0.571473,-4.472353,-5.317983,2.220e-16
Set Transformer,ch4t-test-001532,5,1.530483,-0.373223,-0.350482,1.208573,0.948639,0.542719,-3.901868,-4.708645,1.110e-16
Set Transformer,ch4t-test-001533,4,0.393648,-0.329760,-0.046821,0.423114,-0.805321,1.273905,-6.480410,-6.497477,0.000e+00
Set Transformer,ch4t-test-001534,8,2.344594,-0.550545,-0.150342,1.136497,0.721177,2.025950,-3.331919,-4.975627,4.441e-16
Set Transformer,ch4t-test-001535,8,1.858696,0.272036,-1.037003,0.463214,0.916018,0.682882,-3.225703,-4.319432,0.000e+00
Set Transformer,ch4t-test-001536,6,0.545669,-0.643669,0.156493,0.779713,-0.692211,1.350659,-5.532910,-5.591404,1.110e-16
Set Transformer,ch4t-test-001537,7,0.500796,-0.579632,-0.152163,1.161552,0.049164,2.563223,-7.433106,-7.202108,5.551e-17
Set Transformer,ch4t-test-001538,7,0.383489,0.405731,-0.260536,0.201463,1.167322,0.635224,-5.447654,-5.976338,1.110e-16
Set Transformer,ch4t-test-001539,8,0.618660,0.204307,0.003821,0.235297,0.620038,0.213333,-3.104258,-3.931045,0.000e+00
Set Transformer,ch4t-test-001540,8,-1.790307,-1.268041,1.153460,0.205961,0.895590,0.256579,-7.974779,-6.069891,0.000e+00
Set Transformer,ch4t-test-001541,6,1.370612,0.028097,-0.369056,1.432346,1.017320,1.420061,-5.272357,-6.302009,2.220e-16
Set Transformer,ch4t-test-001542,8,1.287594,-0.152839,0.283777,0.188337,1.033546,0.236643,-2.087727,-3.506259,2.220e-16
Set Transformer,ch4t-test-001543,7,-0.256741,0.001270,0.281319,0.730830,1.286627,2.389135,-7.284336,-7.310184,1.388e-17
Set Transformer,ch4t-test-001544,6,2.017094,0.195638,-0.775882,1.025242,0.605066,0.905096,-3.435214,-4.872064,0.000e+00
Set Transformer,ch4t-test-001545,7,-0.396792,-0.424024,0.546958,0.746332,0.606581,1.011221,-5.001208,-4.727350,0.000e+00
Set Transformer,ch4t-test-001546,4,0.058421,0.718606,0.112764,0.037394,0.235583,0.300211,-6.732865,-7.622656,1.110e-16
Set Transformer,ch4t-test-001547,4,1.390454,0.089567,-0.288793,1.909742,1.195046,1.796657,-4.418179,-5.609408,2.220e-16
Set Transformer,ch4t-test-001548,6,0.758261,0.016165,-0.190287,0.920503,0.173252,0.977133,-6.989385,-7.573524,0.000e+00
Set Transformer,ch4t-test-001549,6,0.281457,0.122226,-0.040475,0.135309,0.907020,0.190529,-4.059752,-4.422960,0.000e+00
Set Transformer,ch4t-test-001550,8,-0.967990,-0.780490,0.589244,0.820746,0.707268,1.763074,-5.284495,-4.125259,0.000e+00
Set Transformer,ch4t-test-001551,4,-0.056366,0.150753,-0.067935,0.015095,-1.570014,0.102764,-8.184271,-8.210723,0.000e+00
Set Transformer,ch4t-test-001552,6,0.103369,0.009639,-0.064862,1.393694,-0.073662,2.785344,-7.940423,-7.988568,6.939e-18
Set Transformer,ch4t-test-001553,8,1.630952,-0.294244,-0.451994,1.085737,0.887274,0.452694,-3.379665,-4.264379,1.110e-16
Set Transformer,ch4t-test-001554,6,1.033982,0.073896,0.327021,0.210471,-1.058966,0.622676,-3.533938,-4.968838,0.000e+00
Set Transformer,ch4t-test-001555,5,1.562617,0.108832,-0.730864,0.596399,0.758300,0.536595,-3.784564,-4.725149,1.110e-16
Set Transformer,ch4t-test-001556,5,0.198118,0.038161,0.033942,0.939656,0.926861,1.220319,-4.830304,-5.100526,5.551e-17
Set Transformer,ch4t-test-001557,8,2.435474,0.222909,-0.983164,0.739781,-0.453690,1.318308,-4.912001,-6.587220,0.000e+00
Set Transformer,ch4t-test-001558,4,-0.109674,0.225258,0.055140,0.292750,0.829836,0.322928,-5.180103,-5.350826,2.776e-17
Set Transformer,ch4t-test-001559,6,0.353086,0.601204,0.109654,0.118312,0.338365,0.217508,-5.518044,-6.581989,0.000e+00
Set Transformer,ch4t-test-001560,5,0.021291,0.475678,-0.031782,0.009012,0.616485,0.162296,-7.092907,-7.558094,5.551e-17
Set Transformer,ch4t-test-001561,4,-0.030269,0.385328,-0.041690,-0.014345,-1.483596,0.086716,-8.765885,-9.079254,0.000e+00
Set Transformer,ch4t-test-001562,8,0.440487,-0.339308,0.657845,0.050624,-0.742190,0.326190,-7.917471,-8.676495,0.000e+00
Set Transformer,ch4t-test-001563,5,0.979204,-0.298965,-0.308471,1.084935,0.556251,0.858302,-4.862857,-5.234626,0.000e+00
Set Transformer,ch4t-test-001564,5,-0.040632,-0.027704,0.057538,-0.004804,0.556476,0.120213,-7.851697,-7.840898,6.939e-18
Set Transformer,ch4t-test-001565,8,0.290823,-0.065985,-0.087969,1.128823,0.821790,0.392396,-4.376031,-4.512901,0.000e+00
Set Transformer,ch4t-test-001566,5,-0.982160,-0.763866,0.778702,0.508681,-0.586717,1.285120,-5.674613,-4.707289,0.000e+00
Set Transformer,ch4t-test-001567,4,0.249773,0.153148,-0.118785,0.045201,0.874790,0.190488,-5.648768,-5.932904,0.000e+00
Set Transformer,ch4t-test-001568,7,0.485744,-0.206577,0.075507,0.156367,0.994383,0.143129,-6.780670,-7.135344,0.000e+00
Set Transformer,ch4t-test-001569,4,3.135435,1.120655,-1.871288,0.508931,0.926197,0.936255,-4.813872,-7.198675,0.000e+00
Set Transformer,ch4t-test-001570,5,-0.031419,0.094566,0.074542,0.322508,0.306095,1.014568,-6.064915,-6.202604,0.000e+00
Set Transformer,ch4t-test-001571,8,0.352608,0.076215,-0.093592,0.163224,0.142284,0.199149,-5.264754,-5.599985,0.000e+00
Set Transformer,ch4t-test-001572,5,0.435088,-0.058900,-0.205888,0.311269,0.182193,0.996030,-6.085646,-6.255945,0.000e+00
Set Transformer,ch4t-test-001573,6,0.005910,0.301030,-0.042432,-0.035083,-0.319964,0.132504,-6.879848,-7.144356,0.000e+00
Set Transformer,ch4t-test-001574,8,1.255145,0.198415,-1.068870,1.017208,0.049695,2.265225,-4.113602,-4.498291,0.000e+00
Set Transformer,ch4t-test-001575,4,0.196048,0.015678,-0.020634,-0.114867,-0.170223,0.101684,-7.286052,-7.477145,2.776e-17
Set Transformer,ch4t-test-001576,5,1.192164,-1.549356,0.233390,0.005991,-1.274788,0.117439,-6.695758,-6.571956,0.000e+00
Set Transformer,ch4t-test-001577,4,1.968419,0.211830,-0.651477,1.140878,0.698913,1.140238,-3.554000,-5.082771,0.000e+00
Set Transformer,ch4t-test-001578,7,0.191999,-0.013079,0.168602,0.141892,1.231447,0.401807,-3.718288,-4.065811,0.000e+00
Set Transformer,ch4t-test-001579,7,-0.111889,-0.416676,0.089747,0.050585,0.887343,0.160366,-8.205760,-7.766943,5.551e-17
Set Transformer,ch4t-test-001580,4,0.017920,0.473588,0.141665,-0.037053,-0.964715,0.180403,-8.291448,-8.924621,0.000e+00
Set Transformer,ch4t-test-001581,5,0.229803,-0.662747,0.355647,0.028751,-0.609773,0.136761,-7.911111,-7.833814,1.110e-16
Set Transformer,ch4t-test-001582,8,1.466154,0.538287,-1.095681,0.271817,1.013219,0.374746,-4.262684,-5.171443,1.110e-16
Set Transformer,ch4t-test-001583,7,1.443829,-0.241570,-0.306432,0.869762,1.130170,0.557996,-2.784640,-3.680468,1.110e-16
Set Transformer,ch4t-test-001584,8,0.191791,0.664147,-0.181286,-0.041099,0.131721,0.175788,-9.358060,-10.032711,1.110e-16
Set Transformer,ch4t-test-001585,6,0.716593,-0.001460,0.285852,0.055110,0.717890,0.133988,-8.469987,-9.470972,0.000e+00
Set Transformer,ch4t-test-001586,4,0.722287,0.262714,-0.858436,0.628662,-0.917766,0.815390,-5.371507,-5.498072,5.551e-17
Set Transformer,ch4t-test-001587,6,-0.086627,1.275371,-0.067008,0.044671,-0.052538,0.202672,-7.056721,-8.178457,0.000e+00
Set Transformer,ch4t-test-001588,5,0.062666,-0.129289,0.147417,-0.014134,0.424844,0.196505,-7.739454,-7.820248,2.776e-17
Set Transformer,ch4t-test-001589,6,0.021603,0.436010,0.037603,0.002896,-0.673543,0.140789,-7.237309,-7.732524,1.110e-16
Set Transformer,ch4t-test-001590,7,-0.028276,0.993593,-0.267285,0.003553,0.629642,0.207572,-6.401041,-7.099073,1.110e-16
Set Transformer,ch4t-test-001591,5,0.834646,-0.011977,-0.083270,0.562588,0.671006,0.206108,-5.055460,-5.794859,0.000e+00
Set Transformer,ch4t-test-001592,5,1.324606,0.070430,-0.143304,0.090612,0.179673,0.178386,-4.670272,-5.922004,2.220e-16
Set Transformer,ch4t-test-001593,7,1.098754,0.366591,-0.071717,0.217825,1.129974,0.250979,-5.203109,-6.596736,0.000e+00
Set Transformer,ch4t-test-001594,7,-0.041125,0.761029,-0.133463,0.015016,0.609996,0.141735,-7.638200,-8.224641,1.110e-16
Set Transformer,ch4t-test-001595,8,0.245533,-0.376873,0.117921,0.351997,-0.048331,0.252339,-5.639040,-5.625620,5.551e-17
Set Transformer,ch4t-test-001596,5,0.828793,0.365687,-0.169498,0.364180,1.180325,0.469492,-6.613135,-7.638117,0.000e+00
Set Transformer,ch4t-test-001597,4,0.446822,-0.026908,-0.066977,0.532835,0.962050,0.198533,-4.667028,-5.019966,5.551e-17
Set Transformer,ch4t-test-001598,7,0.384880,-0.033774,-0.001072,0.692231,-0.518032,1.016491,-4.331817,-4.681851,5.551e-17
Set Transformer,ch4t-test-001599,6,-0.784245,-0.670059,1.538317,0.507365,0.168950,1.601252,-5.658683,-5.742697,0.000e+00
Set Transformer,ch4t-test-001600,5,-0.015463,0.013095,0.069978,0.010234,-1.333562,0.136780,-7.487473,-7.555083,0.000e+00
Set Transformer,ch4t-test-001601,4,0.506996,-0.279272,-0.053201,0.926056,-0.757050,1.470595,-4.537951,-4.712474,0.000e+00
Set Transformer,ch4t-test-001602,4,1.064852,0.100690,-0.281209,0.819106,1.025721,0.400852,-3.728418,-4.612751,2.220e-16
Set Transformer,ch4t-test-001603,7,1.019378,0.494711,0.417394,0.259137,0.323742,0.863980,-5.902023,-7.833506,2.220e-16
Set Transformer,ch4t-test-001604,5,0.688101,-0.167366,-0.177422,1.482706,0.577293,1.119088,-5.178605,-5.521918,1.110e-16
Set Transformer,ch4t-test-001605,4,1.705732,0.821136,-0.851220,0.298670,-0.541537,0.583282,-4.986685,-6.662332,0.000e+00
Set Transformer,ch4t-test-001606,5,0.747001,-0.338991,0.295922,1.121501,0.702796,1.834914,-5.928631,-6.632563,0.000e+00
Set Transformer,ch4t-test-001607,4,1.051077,-0.099861,-0.075630,0.731296,0.737509,0.287902,-5.728374,-6.603960,2.220e-16
Set Transformer,ch4t-test-001608,7,0.130229,0.070301,0.070861,0.333472,0.883366,0.348844,-3.671736,-3.943127,5.551e-17
Set Transformer,ch4t-test-001609,4,0.000359,-0.034337,0.037999,-0.009499,-0.503886,0.128708,-6.622944,-6.626965,0.000e+00
Set Transformer,ch4t-test-001610,5,-0.361577,0.489210,0.831782,0.743614,-0.009341,2.393731,-8.654303,-9.613718,0.000e+00
Set Transformer,ch4t-test-001611,6,0.069255,-0.149389,-0.099188,0.399507,1.118686,0.530683,-5.011446,-4.832124,2.776e-17
Set Transformer,ch4t-test-001612,5,0.067382,0.262105,-0.111193,-0.023946,-0.228135,0.162867,-6.916144,-7.134439,0.000e+00
Set Transformer,ch4t-test-001613,8,-0.043918,0.213081,-0.065061,0.040603,-0.189813,0.154993,-7.467391,-7.571493,0.000e+00
Set Transformer,ch4t-test-001614,4,0.707110,0.032216,-0.154874,0.813354,0.840339,0.792318,-5.932719,-6.517171,0.000e+00
Set Transformer,ch4t-test-001615,7,-0.169361,-1.053542,0.632715,0.756274,-0.637954,2.885750,-9.902945,-9.312758,1.110e-16
Set Transformer,ch4t-test-001616,6,2.201560,-0.016665,-0.894070,0.839580,1.091058,0.966663,-3.164285,-4.455109,2.220e-16
Set Transformer,ch4t-test-001617,4,0.044190,0.327594,-0.199091,-0.002151,-0.200553,0.186290,-5.932028,-6.104721,0.000e+00
Set Transformer,ch4t-test-001618,7,0.110769,0.042341,0.263462,0.508257,0.674621,0.986145,-5.290120,-5.706693,5.551e-17
Set Transformer,ch4t-test-001619,5,0.402729,-0.487355,0.226399,0.572052,-0.090539,1.449845,-5.773109,-5.914882,1.110e-16
Set Transformer,ch4t-test-001620,8,0.915381,0.648651,-0.557873,0.548560,1.103276,0.887411,-5.504287,-6.510446,0.000e+00
Set Transformer,ch4t-test-001621,8,-0.117698,0.427542,-0.171391,0.075916,0.813357,0.148816,-7.347081,-7.485534,5.551e-17
Set Transformer,ch4t-test-001622,7,0.501136,-0.132239,-0.113979,0.765183,-0.142131,0.762860,-5.169734,-5.424653,0.000e+00
Set Transformer,ch4t-test-001623,4,0.502625,0.113642,-0.228396,0.762143,0.677585,1.408261,-5.424064,-5.811935,5.551e-17
Set Transformer,ch4t-test-001624,5,0.074746,0.756925,-0.093121,-0.090488,0.109451,0.154492,-6.866438,-7.604987,0.000e+00
Set Transformer,ch4t-test-001625,7,0.216422,-0.116794,0.004703,0.942738,0.808509,0.824785,-6.576988,-6.681320,2.776e-17
Set Transformer,ch4t-test-001626,8,2.565385,-0.068727,-0.473816,0.464733,0.960844,0.274397,-2.276698,-4.299540,0.000e+00
Set Transformer,ch4t-test-001627,5,1.457581,0.062116,-0.401476,1.047331,0.888218,0.739395,-2.578974,-3.697196,2.220e-16
Set Transformer,ch4t-test-001628,6,0.439352,-0.094450,0.219398,0.224231,0.597516,0.843506,-4.608348,-5.172648,0.000e+00
Set Transformer,ch4t-test-001629,8,0.044796,0.677154,-0.202865,-0.011027,0.166012,0.189936,-6.709069,-7.228154,0.000e+00
Set Transformer,ch4t-test-001630,7,0.067351,0.202696,-0.080248,-0.057606,-0.076953,0.185875,-7.127962,-7.317762,0.000e+00
Set Transformer,ch4t-test-001631,4,-0.003941,0.035404,0.016510,0.313666,0.718124,0.274223,-3.959499,-4.007473,0.000e+00
Set Transformer,ch4t-test-001632,7,1.483681,-0.224169,-1.192605,1.553172,0.246821,2.735846,-8.078439,-8.145346,0.000e+00
Set Transformer,ch4t-test-001633,5,0.016589,0.367551,-0.102343,-0.006961,-0.897319,0.126762,-7.470084,-7.751881,0.000e+00
Set Transformer,ch4t-test-001634,4,-0.010162,-0.536000,-0.090311,0.001095,0.562779,0.107325,-6.629109,-5.992636,0.000e+00
Set Transformer,ch4t-test-001635,8,1.247229,0.076558,-0.447873,0.648334,1.051282,0.343484,-2.941750,-3.817664,0.000e+00
Set Transformer,ch4t-test-001636,4,-0.060870,-0.100443,0.264998,-0.035030,0.220900,0.172773,-8.151798,-8.255483,1.388e-17
Set Transformer,ch4t-test-001637,8,0.018377,0.161408,-0.091547,-0.023072,-1.015635,0.136048,-7.272318,-7.360556,1.388e-17
Set Transformer,ch4t-test-001638,8,-0.384614,0.000500,0.170497,0.541531,0.310757,0.589512,-6.404868,-6.191251,5.551e-17
Set Transformer,ch4t-test-001639,7,0.921191,0.248759,0.046761,1.112695,0.930905,1.418760,-4.469955,-5.686666,0.000e+00
Set Transformer,ch4t-test-001640,8,1.087062,-0.055240,-0.276530,1.453991,1.104248,0.738408,-4.990927,-5.746219,1.110e-16
Set Transformer,ch4t-test-001641,5,-0.188692,0.170704,0.124294,0.260856,0.809361,0.192392,-6.121917,-6.228223,1.388e-17
Set Transformer,ch4t-test-001642,5,-0.154555,-0.140803,0.121615,0.347833,0.869201,0.453299,-4.247502,-4.073759,0.000e+00
Set Transformer,ch4t-test-001643,4,0.816332,0.355596,-0.245552,0.341839,1.010659,0.724783,-5.091662,-6.018038,1.110e-16
Set Transformer,ch4t-test-001644,6,0.398150,0.011416,1.339179,0.167434,-1.199022,0.510265,-5.279514,-7.028258,0.000e+00
Set Transformer,ch4t-test-001645,8,1.970624,-0.202409,-0.401139,1.066474,0.347890,1.183246,-4.993355,-6.360431,0.000e+00
Set Transformer,ch4t-test-001646,6,-0.023668,-0.303843,-0.627065,1.319405,1.334317,2.160849,-7.263609,-6.309033,1.110e-16
Set Transformer,ch4t-test-001647,5,0.339000,0.027208,-0.167303,0.064795,0.730300,0.345191,-7.833319,-8.032225,2.776e-17
Set Transformer,ch4t-test-001648,4,-0.378783,-0.200047,-0.190565,0.129663,-0.500984,0.332175,-11.134908,-10.365513,0.000e+00
Set Transformer,ch4t-test-001649,4,-1.254933,-0.794853,0.168020,1.198750,0.842720,1.414636,-8.364093,-6.482327,0.000e+00
Set Transformer,ch4t-test-001650,8,0.604005,0.301696,-0.163266,0.724984,0.945678,0.629873,-3.826069,-4.568504,0.000e+00
Set Transformer,ch4t-test-001651,5,0.700947,0.068172,-0.558411,0.793630,0.879186,0.935949,-5.038958,-5.249666,0.000e+00
Set Transformer,ch4t-test-001652,6,0.378126,0.407347,-0.062687,0.116978,-0.426825,0.137273,-5.022701,-5.745487,0.000e+00
Set Transformer,ch4t-test-001653,5,0.750500,0.173845,-0.233198,0.875831,0.460369,0.589180,-4.935301,-5.626448,0.000e+00
Set Transformer,ch4t-test-001654,5,-0.002299,0.805578,-0.212574,0.028400,0.293773,0.158205,-6.350962,-6.941667,0.000e+00
Set Transformer,ch4t-test-001655,7,0.369229,0.130472,0.095142,0.367013,0.968712,0.536509,-5.699690,-6.294532,0.000e+00
Set Transformer,ch4t-test-001656,4,-0.065859,-0.914187,0.258298,0.085324,-0.129770,0.131284,-6.544072,-5.822324,1.110e-16
Set Transformer,ch4t-test-001657,6,0.648207,0.309375,-0.043167,0.182136,0.840305,0.211521,-5.912171,-6.826585,1.110e-16
Set Transformer,ch4t-test-001658,7,1.180485,0.547169,-0.475637,0.310816,1.226723,0.960470,-3.839408,-5.091425,0.000e+00
Set Transformer,ch4t-test-001659,8,-0.021842,0.602933,-0.061511,0.022428,0.542773,0.123908,-6.912008,-7.431588,0.000e+00
Set Transformer,ch4t-test-001660,5,1.387871,-0.509302,-0.362659,0.736077,-1.009097,2.392757,-5.701421,-6.217331,0.000e+00
Set Transformer,ch4t-test-001661,4,-0.024650,0.406498,0.054074,-0.073459,0.334705,0.260734,-7.670190,-8.106112,5.551e-17
Set Transformer,ch4t-test-001662,6,-0.116005,-0.047562,0.453578,0.333126,0.857503,1.235578,-6.726534,-7.016545,5.551e-17
Set Transformer,ch4t-test-001663,6,0.667995,0.137526,-0.007418,0.428206,1.088799,0.554189,-5.454710,-6.252813,1.110e-16
Set Transformer,ch4t-test-001664,6,1.589902,-0.269610,-0.041299,1.078010,0.742336,0.460175,-3.628889,-4.907883,0.000e+00
Set Transformer,ch4t-test-001665,5,0.278117,0.016558,-0.022781,0.520673,1.121921,0.496364,-4.148145,-4.420040,0.000e+00
Set Transformer,ch4t-test-001666,6,0.629997,0.590860,0.035953,-0.001101,0.932045,0.137374,-8.850897,-10.107706,0.000e+00
Set Transformer,ch4t-test-001667,8,0.564129,0.392982,0.118173,0.048387,0.547264,0.105917,-8.729800,-9.805084,0.000e+00
Set Transformer,ch4t-test-001668,5,0.025120,0.060538,-0.169931,-0.010402,-0.247394,0.123764,-7.481553,-7.397281,1.388e-17
Set Transformer,ch4t-test-001669,6,1.482246,-0.110792,-0.337155,0.351300,0.413302,0.300697,-3.764410,-4.798709,2.220e-16
Set Transformer,ch4t-test-001670,7,0.093280,0.971722,0.119478,-0.001503,0.934140,0.207672,-5.127143,-6.311623,2.220e-16
Set Transformer,ch4t-test-001671,6,0.164367,0.450587,-0.006798,0.282674,0.373319,0.156648,-7.709268,-8.317423,0.000e+00
Set Transformer,ch4t-test-001672,6,-0.022690,0.254841,-0.099750,0.010244,-1.132633,0.120832,-7.753892,-7.886292,0.000e+00
Set Transformer,ch4t-test-001673,5,0.976115,0.016716,-0.120450,0.525388,0.676915,0.763267,-2.997228,-3.869609,1.110e-16
Set Transformer,ch4t-test-001674,5,-0.018693,0.358009,-0.113920,0.018225,0.359131,0.155942,-6.602935,-6.828331,0.000e+00
Set Transformer,ch4t-test-001675,6,1.481337,-0.264071,-0.541134,1.249458,0.720266,0.761377,-4.176519,-4.852651,1.110e-16
Set Transformer,ch4t-test-001676,7,0.341832,0.282062,-0.094076,0.162136,0.863326,0.139162,-6.116455,-6.646273,0.000e+00
Set Transformer,ch4t-test-001677,5,0.616884,0.225654,-0.120119,0.315880,0.987522,0.498797,-4.761883,-5.484302,1.110e-16
Set Transformer,ch4t-test-001678,4,1.321119,-0.012168,-0.244681,0.838868,-0.423903,1.195957,-4.825897,-5.890167,2.220e-16
Set Transformer,ch4t-test-001679,7,0.398740,-1.199415,0.410470,0.293203,1.046494,0.477071,-7.532661,-7.142456,1.110e-16
Set Transformer,ch4t-test-001680,7,0.461973,0.106174,-0.211702,0.462993,0.805738,1.143447,-4.202282,-4.558727,5.551e-17
Set Transformer,ch4t-test-001681,4,0.870902,0.000900,-0.476614,1.014787,0.729790,1.575333,-4.370078,-4.765266,1.110e-16
Set Transformer,ch4t-test-001682,7,1.280249,-0.145063,-0.258325,1.198254,0.573922,0.813236,-3.003690,-3.880550,1.110e-16
Set Transformer,ch4t-test-001683,6,0.737480,0.450294,-0.109787,0.099174,-1.378310,0.245577,-4.141113,-5.219099,0.000e+00
Set Transformer,ch4t-test-001684,4,0.646893,-0.550474,0.731258,0.177884,0.922163,0.485826,-6.327112,-7.154789,2.220e-16
Set Transformer,ch4t-test-001685,8,1.447610,-0.019906,-0.333444,0.776973,1.277134,0.495819,-5.109548,-6.203808,0.000e+00
Set Transformer,ch4t-test-001686,7,0.782796,0.085094,-0.291056,0.519508,-1.009944,1.440221,-6.489517,-7.066351,0.000e+00
Set Transformer,ch4t-test-001687,4,0.346800,0.037521,-0.088990,0.601402,0.993569,0.182980,-5.505776,-5.801107,0.000e+00
Set Transformer,ch4t-test-001688,4,0.018043,0.055019,0.127042,0.212369,1.166708,0.343036,-5.960888,-6.160991,2.776e-17
Set Transformer,ch4t-test-001689,7,0.598850,-0.704542,0.403375,0.779252,1.353026,0.911781,-5.225007,-5.522689,0.000e+00
Set Transformer,ch4t-test-001690,6,-0.140749,0.420247,0.193958,-0.035245,0.205852,0.181346,-6.901322,-7.374777,0.000e+00
Set Transformer,ch4t-test-001691,5,0.457719,-0.041117,-0.130468,0.369109,0.966662,0.543854,-4.686264,-4.972397,0.000e+00
Set Transformer,ch4t-test-001692,7,0.391222,-0.059393,-0.046013,0.703637,0.366934,0.472109,-5.848788,-6.134604,0.000e+00
