model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,featval_source_evidence,featval_sensor_visibility,featval_wind_error_sensitivity,v_all_maps,v_no_maps,efficiency_residual
DeepSets,ch4t-test-000720,7,0.125232,-0.014661,-0.028519,1.371294,1.027906,0.359324,-4.464820,-4.546871,1.388e-17
DeepSets,ch4t-test-000721,8,0.118461,0.347435,0.193191,0.189413,0.337276,0.270505,-6.203826,-6.862914,0.000e+00
DeepSets,ch4t-test-000722,8,4.072588,-0.657572,-0.937449,0.875976,-0.796324,0.414705,-2.738372,-5.215939,0.000e+00
DeepSets,ch4t-test-000723,6,0.274362,-0.063542,0.508207,1.019895,0.953193,2.418504,-9.273140,-9.992167,0.000e+00
DeepSets,ch4t-test-000724,5,1.597086,-0.042174,-0.513747,0.630776,0.269544,0.685243,-4.243903,-5.285068,2.220e-16
DeepSets,ch4t-test-000725,6,-0.002961,1.277064,-0.036773,-0.022210,0.165892,0.182521,-7.735545,-8.972875,0.000e+00
DeepSets,ch4t-test-000726,7,0.538135,-0.032192,-0.096498,0.980606,0.205629,0.456251,-5.200854,-5.610300,0.000e+00
DeepSets,ch4t-test-000727,8,0.473644,0.122974,-0.045221,0.968283,0.115164,0.731057,-4.071947,-4.623345,0.000e+00
DeepSets,ch4t-test-000728,7,1.378927,1.022367,0.562035,0.037221,-0.279320,0.265506,-5.220629,-8.183958,0.000e+00
DeepSets,ch4t-test-000729,5,1.533668,-0.165122,-0.042557,0.785589,0.642879,0.416714,-3.316441,-4.642430,0.000e+00
DeepSets,ch4t-test-000730,4,0.466246,0.138464,0.049687,0.327084,0.916967,1.038889,-5.799123,-6.453521,0.000e+00
DeepSets,ch4t-test-000731,5,1.783556,0.214601,-0.245843,1.503752,1.408232,3.399294,-5.632195,-7.384509,2.220e-16
DeepSets,ch4t-test-000732,7,-0.714692,-0.845450,1.598677,0.034289,0.637100,0.289706,-5.971812,-6.010346,1.110e-16
DeepSets,ch4t-test-000733,7,1.417183,0.773273,-0.041922,0.078380,0.276854,0.165460,-5.393104,-7.541637,0.000e+00
DeepSets,ch4t-test-000734,4,2.748934,-0.607231,-0.299226,1.339750,-0.080419,0.622185,-3.400574,-5.243052,2.220e-16
DeepSets,ch4t-test-000735,8,2.118171,-0.128900,-0.998732,1.913599,0.488529,1.863208,-4.457999,-5.448538,4.441e-16
DeepSets,ch4t-test-000736,8,0.366134,0.258891,-0.233200,0.422799,0.756479,0.650631,-3.979740,-4.371564,0.000e+00
DeepSets,ch4t-test-000737,5,-0.002050,1.698650,-0.106336,0.004328,0.659462,0.169198,-8.058576,-9.648840,2.220e-16
DeepSets,ch4t-test-000738,6,2.671007,0.104828,0.022536,0.526847,-0.396287,0.356774,-3.199792,-5.998162,0.000e+00
DeepSets,ch4t-test-000739,7,0.391276,0.082477,0.174135,0.489896,1.087928,0.608767,-6.824374,-7.472262,0.000e+00
DeepSets,ch4t-test-000740,7,-0.085483,-0.389796,1.102647,0.218643,0.604125,0.716632,-4.455116,-5.082484,1.110e-16
DeepSets,ch4t-test-000741,8,2.104741,-0.221286,-0.512010,1.255899,1.108562,1.442226,-5.058627,-6.430072,4.441e-16
DeepSets,ch4t-test-000742,5,2.406171,-0.115688,-0.370664,0.804577,0.770621,1.628546,-3.867206,-5.787025,2.220e-16
DeepSets,ch4t-test-000743,7,1.601900,0.321673,-0.880043,1.065008,0.539182,1.605837,-5.079432,-6.122961,0.000e+00
DeepSets,ch4t-test-000744,6,0.215201,0.079718,-0.075333,0.563568,0.674759,0.675736,-4.456563,-4.676149,0.000e+00
DeepSets,ch4t-test-000745,6,2.866504,-0.606293,-0.384530,0.650221,1.162732,0.331831,-4.008440,-5.884121,2.220e-16
DeepSets,ch4t-test-000746,6,0.514013,0.319497,-0.791865,0.545784,-0.777380,0.919649,-4.684447,-4.726091,0.000e+00
DeepSets,ch4t-test-000747,7,1.450736,-0.128417,-0.232118,1.556259,1.246716,0.853387,-5.035303,-6.125505,0.000e+00
DeepSets,ch4t-test-000748,5,-0.037289,-0.020690,-0.020820,0.035606,-0.225644,0.125531,-7.864093,-7.785294,0.000e+00
DeepSets,ch4t-test-000749,6,0.066981,0.422600,0.080646,0.072633,0.385867,0.140512,-7.212211,-7.782439,0.000e+00
DeepSets,ch4t-test-000750,8,1.115527,-0.162144,0.038419,1.204973,0.464036,2.755178,-6.422686,-7.414489,0.000e+00
DeepSets,ch4t-test-000751,5,0.511585,0.238444,-0.079465,0.330220,0.497188,0.518204,-6.013226,-6.683790,1.110e-16
DeepSets,ch4t-test-000752,6,0.758818,0.354510,-0.203015,0.432269,1.013296,1.157039,-4.486980,-5.397294,0.000e+00
DeepSets,ch4t-test-000753,7,0.584563,-0.065336,-0.224766,0.535732,0.363747,0.634446,-5.795962,-6.090423,5.551e-17
DeepSets,ch4t-test-000754,8,-0.001038,0.929655,-0.044575,-0.015247,0.668097,0.125497,-7.638932,-8.522973,0.000e+00
DeepSets,ch4t-test-000755,4,0.001876,-0.022775,-0.011796,-0.003981,-2.983893,0.046562,-6.370176,-6.337481,0.000e+00
DeepSets,ch4t-test-000756,7,2.385654,-0.403169,-0.383325,0.695684,0.160434,0.716416,-4.330034,-5.929194,4.441e-16
DeepSets,ch4t-test-000757,5,1.472322,0.073896,0.609331,0.464628,0.323613,1.409206,-5.639392,-7.794940,0.000e+00
DeepSets,ch4t-test-000758,5,-0.130677,-0.186349,0.086178,0.088396,-0.474210,0.439599,-8.600371,-8.369523,0.000e+00
DeepSets,ch4t-test-000759,5,-0.013821,0.653669,0.016242,-0.031200,0.151280,0.152473,-7.006252,-7.662342,0.000e+00
DeepSets,ch4t-test-000760,4,1.214849,0.615247,-0.612810,0.417947,1.163127,0.924392,-4.127147,-5.344433,0.000e+00
DeepSets,ch4t-test-000761,8,0.169133,1.204577,0.010973,0.003098,0.723761,0.191649,-5.382941,-6.767624,2.220e-16
DeepSets,ch4t-test-000762,6,2.967997,0.381989,-1.147312,0.510287,1.051607,0.557112,-3.838902,-6.041576,4.441e-16
DeepSets,ch4t-test-000763,8,1.609530,-0.288567,-0.040324,0.275052,1.022444,0.266501,-5.030783,-6.311421,0.000e+00
DeepSets,ch4t-test-000764,5,-0.342331,-0.147005,0.486500,0.119862,0.311550,0.460921,-6.016051,-6.013215,2.776e-17
DeepSets,ch4t-test-000765,8,2.009185,0.779902,-0.296499,0.348206,1.306279,0.480281,-6.041045,-8.533633,0.000e+00
DeepSets,ch4t-test-000766,4,-0.715585,-0.348000,-0.424065,0.097184,0.755683,0.270330,-8.716252,-7.228601,0.000e+00
DeepSets,ch4t-test-000767,5,2.106957,0.071969,-1.783104,1.602548,0.564105,2.183196,-6.748827,-7.144649,1.110e-16
DeepSets,ch4t-test-000768,5,0.004627,-0.460786,0.202576,0.011608,0.504924,0.205754,-8.644462,-8.390879,0.000e+00
DeepSets,ch4t-test-000769,6,1.404613,-0.392625,-0.080973,1.361723,0.773760,2.542106,-3.937353,-4.868368,3.331e-16
DeepSets,ch4t-test-000770,6,0.574361,0.191803,-0.395735,0.675914,0.485810,1.169667,-5.662788,-6.033216,5.551e-17
DeepSets,ch4t-test-000771,7,1.966881,-0.088340,-0.198889,0.499593,0.731564,0.290218,-4.067762,-5.747414,0.000e+00
DeepSets,ch4t-test-000772,4,0.485203,-0.041449,0.040712,0.146981,0.654141,0.150709,-10.066133,-10.550599,0.000e+00
DeepSets,ch4t-test-000773,4,-0.000064,0.232323,0.030272,-0.002474,-2.189060,0.108918,-8.698835,-8.961366,0.000e+00
DeepSets,ch4t-test-000774,7,-0.368728,-0.655806,1.345386,0.303396,0.522333,0.895414,-5.980186,-6.301038,1.110e-16
DeepSets,ch4t-test-000775,8,2.557298,0.021501,-1.383686,0.598635,0.925226,1.212881,-3.375080,-4.570193,0.000e+00
DeepSets,ch4t-test-000776,8,0.085828,1.115393,-0.068220,0.006192,0.840229,0.097502,-5.438147,-6.571148,2.220e-16
DeepSets,ch4t-test-000777,8,1.181733,-0.678479,0.391382,0.478597,1.064000,0.252013,-4.067229,-4.961865,3.331e-16
DeepSets,ch4t-test-000778,8,1.337942,0.221069,-0.244440,0.413685,0.268002,0.471932,-3.584882,-4.899453,0.000e+00
DeepSets,ch4t-test-000779,8,-0.033975,0.237028,-0.041180,-0.028183,-0.385198,0.185968,-5.843923,-6.005797,0.000e+00
DeepSets,ch4t-test-000780,5,-1.007324,-0.728203,0.974501,0.882872,0.358443,1.728144,-8.050498,-7.289473,1.110e-16
DeepSets,ch4t-test-000781,5,0.295461,1.181353,0.020998,0.045340,1.028098,0.344539,-7.027373,-8.525184,0.000e+00
DeepSets,ch4t-test-000782,7,0.963420,0.250843,-0.249574,0.687044,1.090398,0.644022,-6.478891,-7.443579,0.000e+00
DeepSets,ch4t-test-000783,8,1.212887,0.302125,-0.574170,0.525445,0.662624,0.959321,-4.582335,-5.523177,0.000e+00
DeepSets,ch4t-test-000784,7,0.063513,-0.192889,0.729012,0.447553,0.550814,1.315668,-8.262360,-8.861996,0.000e+00
DeepSets,ch4t-test-000785,4,0.143838,0.481874,0.220911,0.069154,0.037713,0.164260,-8.412475,-9.259099,0.000e+00
DeepSets,ch4t-test-000786,4,0.337925,-0.402626,-0.026358,0.059197,0.688890,0.141406,-7.151677,-7.060618,0.000e+00
DeepSets,ch4t-test-000787,8,0.908385,0.248577,-0.077553,0.146926,-0.024594,0.307535,-5.737237,-6.816646,0.000e+00
DeepSets,ch4t-test-000788,7,-0.182153,0.124459,0.215067,0.148029,0.891080,0.251977,-7.415078,-7.572451,0.000e+00
DeepSets,ch4t-test-000789,5,0.828491,0.781123,0.259931,0.057198,0.955270,0.244711,-4.410011,-6.279556,0.000e+00
DeepSets,ch4t-test-000790,7,0.752812,0.439080,0.254581,0.143641,-1.104936,0.481557,-6.946756,-8.393229,0.000e+00
DeepSets,ch4t-test-000791,8,0.969034,0.033334,-1.060595,1.107589,1.364208,1.448202,-5.902835,-5.844609,5.551e-17
DeepSets,ch4t-test-000792,5,-0.060954,0.669862,-0.033224,-0.066313,-0.536311,0.278168,-8.918603,-9.494287,1.110e-16
DeepSets,ch4t-test-000793,7,2.790951,-0.828321,-0.859576,2.281156,1.164017,0.964844,-5.681001,-6.784055,0.000e+00
DeepSets,ch4t-test-000794,6,1.209745,0.556036,-0.205199,0.524976,-0.394268,0.871438,-4.724126,-6.284707,2.220e-16
DeepSets,ch4t-test-000795,4,0.056698,0.015448,-0.095224,-0.036360,-0.751050,0.151931,-7.970664,-7.947586,3.469e-18
DeepSets,ch4t-test-000796,8,2.466367,0.038809,-0.360109,2.574915,1.100969,0.929019,-4.522773,-6.667840,4.441e-16
DeepSets,ch4t-test-000797,7,0.848901,0.344477,-0.096936,0.499979,1.008144,0.366641,-4.517394,-5.613837,0.000e+00
DeepSets,ch4t-test-000798,8,0.094886,0.524708,0.004591,0.022263,-0.008951,0.157561,-6.436498,-7.060682,1.110e-16
DeepSets,ch4t-test-000799,7,-0.047252,-0.333090,0.185940,0.354309,0.792768,0.457593,-7.370922,-7.176520,0.000e+00
DeepSets,ch4t-test-000800,4,0.145881,0.724338,0.288554,0.064064,0.728560,0.180947,-9.546626,-10.705399,0.000e+00
DeepSets,ch4t-test-000801,4,1.648199,-0.303717,-0.444112,0.491664,0.928176,0.337725,-4.374070,-5.274441,2.220e-16
DeepSets,ch4t-test-000802,7,-0.522288,-0.010797,1.000462,0.047545,1.005248,0.240267,-6.708336,-7.175713,1.665e-16
DeepSets,ch4t-test-000803,5,1.459602,0.029974,-0.327556,0.408747,0.730614,0.376424,-5.105113,-6.267133,0.000e+00
DeepSets,ch4t-test-000804,4,1.175328,-0.028853,-0.015077,0.952634,-0.429866,0.553280,-4.893306,-6.024703,0.000e+00
DeepSets,ch4t-test-000805,4,0.081613,-0.202877,-0.054435,-0.031668,0.201346,0.172131,-10.550721,-10.375022,0.000e+00
DeepSets,ch4t-test-000806,6,1.107022,0.041712,-0.204854,0.728186,1.027942,0.235987,-5.777789,-6.721669,0.000e+00
DeepSets,ch4t-test-000807,4,-0.095972,0.623589,-0.149902,0.010640,0.633304,0.155120,-7.643675,-8.021390,0.000e+00
DeepSets,ch4t-test-000808,7,1.370539,-0.204169,-0.140537,0.396105,0.965387,0.287444,-5.211415,-6.237249,0.000e+00
DeepSets,ch4t-test-000809,8,0.000675,0.372989,-0.020385,-0.018553,0.461111,0.129325,-5.379317,-5.732597,5.551e-17
DeepSets,ch4t-test-000810,7,1.225468,0.061209,-0.130424,0.201622,0.796928,0.200866,-5.782436,-6.938689,2.220e-16
DeepSets,ch4t-test-000811,5,-0.002873,0.610842,-0.023416,0.027465,0.179334,0.128763,-9.329002,-9.913555,1.110e-16
DeepSets,ch4t-test-000812,4,1.338750,0.358780,0.722940,0.415042,0.913979,1.269788,-6.397122,-8.817593,4.441e-16
DeepSets,ch4t-test-000813,4,0.498516,0.090503,-0.089889,0.363698,0.108097,0.560982,-6.616502,-7.115632,5.551e-17
DeepSets,ch4t-test-000814,7,1.033378,0.088278,-0.076238,0.285127,0.741563,0.329511,-4.855553,-5.900971,0.000e+00
DeepSets,ch4t-test-000815,8,0.799244,0.509655,-0.313525,0.280265,1.024275,0.380324,-6.815193,-7.810567,1.110e-16
DeepSets,ch4t-test-000816,5,-0.730459,-0.575373,2.518918,0.538142,0.704688,2.252359,-7.888317,-9.101403,2.220e-16
DeepSets,ch4t-test-000817,4,-0.143389,1.165551,0.037720,-0.042495,0.450910,0.192374,-5.255910,-6.315792,0.000e+00
DeepSets,ch4t-test-000818,7,0.270803,0.186514,-0.106269,0.367004,0.489691,0.316849,-4.524183,-4.875232,5.551e-17
DeepSets,ch4t-test-000819,6,0.755716,-0.229932,0.026465,1.163369,0.813907,0.755376,-4.034869,-4.587119,0.000e+00
DeepSets,ch4t-test-000820,5,0.473239,0.170408,-0.082601,0.442745,0.209932,0.277729,-5.521263,-6.082309,0.000e+00
DeepSets,ch4t-test-000821,5,-0.019122,0.359359,-0.043870,-0.035649,-0.246766,0.180556,-11.161074,-11.457441,0.000e+00
DeepSets,ch4t-test-000822,5,0.202018,0.324785,-0.098079,0.750520,0.830531,0.254707,-9.725223,-10.153946,0.000e+00
DeepSets,ch4t-test-000823,6,1.123832,-0.151139,-0.322202,0.840320,0.768791,0.479959,-5.246591,-5.897082,1.110e-16
DeepSets,ch4t-test-000824,7,-0.109422,0.906140,-0.001720,-0.013689,0.808210,0.127239,-5.826007,-6.621006,0.000e+00
DeepSets,ch4t-test-000825,4,1.732599,0.412322,-0.541569,0.460239,-0.028584,0.649110,-4.517012,-6.120363,2.220e-16
DeepSets,ch4t-test-000826,8,2.572976,0.273431,-1.260873,0.854466,0.302437,2.064461,-3.130158,-4.715691,4.441e-16
DeepSets,ch4t-test-000827,8,2.760167,-0.074210,-0.883652,1.692638,0.946813,1.750541,-5.166376,-6.968682,4.441e-16
DeepSets,ch4t-test-000828,6,-0.007088,0.287113,0.025154,-0.012934,-1.371113,0.150051,-8.729196,-9.034375,0.000e+00
DeepSets,ch4t-test-000829,8,3.017499,-0.028209,-0.458063,1.051060,0.116999,0.921183,-3.592427,-6.123654,0.000e+00
DeepSets,ch4t-test-000830,8,1.270226,0.212064,-0.584340,0.888777,0.795814,1.060191,-5.982155,-6.880105,0.000e+00
DeepSets,ch4t-test-000831,8,0.506422,0.275738,-0.220401,0.712536,0.888650,0.892704,-4.461891,-5.023650,0.000e+00
DeepSets,ch4t-test-000832,5,2.281843,-0.199040,0.029881,0.386790,0.862704,0.456354,-5.859924,-7.972609,4.441e-16
DeepSets,ch4t-test-000833,5,0.725344,0.372154,-0.162909,0.445740,0.957273,0.389487,-5.429667,-6.364256,0.000e+00
DeepSets,ch4t-test-000834,7,-0.041212,0.681900,0.133360,0.021466,0.406148,0.211036,-6.174623,-6.948670,0.000e+00
DeepSets,ch4t-test-000835,8,-0.065559,0.490815,0.015575,0.038285,0.164636,0.111973,-6.826689,-7.267520,5.551e-17
DeepSets,ch4t-test-000836,5,-0.027093,0.212955,0.576263,0.026871,-0.291492,0.324870,-6.617845,-7.379970,1.110e-16
DeepSets,ch4t-test-000837,8,2.369422,0.685329,-1.140197,0.766895,0.959534,1.100576,-3.982259,-5.896814,2.220e-16
DeepSets,ch4t-test-000838,4,1.229856,0.171833,-0.599480,1.195086,0.721661,1.477688,-6.495775,-7.297984,2.220e-16
DeepSets,ch4t-test-000839,8,1.968961,0.258777,-0.817879,1.000049,1.203758,1.651069,-4.656537,-6.066396,0.000e+00
DeepSets,ch4t-test-000840,7,1.153774,0.649146,-0.445017,0.822887,-0.685813,1.336725,-4.010623,-5.368526,0.000e+00
DeepSets,ch4t-test-000841,5,0.474338,0.002713,-0.060251,0.431296,0.920869,0.652900,-6.092293,-6.509093,0.000e+00
DeepSets,ch4t-test-000842,4,0.927747,-0.428073,0.551958,0.528924,0.385179,1.050680,-6.922742,-7.974374,2.220e-16
DeepSets,ch4t-test-000843,4,1.369873,0.100147,-0.304544,0.400182,-0.165236,0.513013,-4.797071,-5.962548,0.000e+00
DeepSets,ch4t-test-000844,6,0.272778,-0.093781,1.100745,0.227015,1.126324,0.768080,-5.454884,-6.734627,2.220e-16
DeepSets,ch4t-test-000845,7,2.818320,-0.495106,-0.531508,2.744108,1.166988,0.932860,-2.229176,-4.020883,2.220e-16
DeepSets,ch4t-test-000846,5,0.188691,-0.627408,-0.038244,0.094251,0.893830,0.176663,-8.738017,-8.261056,0.000e+00
DeepSets,ch4t-test-000847,7,2.342922,0.604441,-1.401499,1.367340,-0.919809,3.117484,-3.638659,-5.184523,2.220e-16
DeepSets,ch4t-test-000848,4,3.081045,-0.094123,-1.301453,1.080319,0.032917,1.162694,-5.664312,-7.349780,0.000e+00
DeepSets,ch4t-test-000849,6,0.220721,0.016783,0.350795,0.439225,0.508878,0.952911,-4.090072,-4.678371,1.110e-16
DeepSets,ch4t-test-000850,7,2.008650,-0.299872,-0.461329,1.040188,0.383410,0.696476,-5.025642,-6.273091,0.000e+00
DeepSets,ch4t-test-000851,6,-0.000749,0.573746,-0.068341,-0.000540,-0.409685,0.196057,-7.333715,-7.838371,1.110e-16
DeepSets,ch4t-test-000852,6,-0.045012,0.352056,-0.104449,0.028014,-0.550267,0.170751,-6.161010,-6.363604,0.000e+00
DeepSets,ch4t-test-000853,6,0.404113,0.537837,-0.032409,0.181745,0.123502,0.450622,-5.357721,-6.267263,0.000e+00
DeepSets,ch4t-test-000854,5,1.239225,0.423914,-0.173691,0.439886,0.787773,0.301979,-6.175873,-7.665321,2.220e-16
DeepSets,ch4t-test-000855,8,1.972859,-0.129673,-0.234474,2.178069,1.004541,1.116424,-3.221654,-4.830367,2.220e-16
DeepSets,ch4t-test-000856,5,-0.471484,-0.762054,0.299984,0.186217,0.866275,0.625574,-10.569426,-9.635873,0.000e+00
DeepSets,ch4t-test-000857,5,1.885136,-0.313773,-0.159269,0.499678,1.001461,0.549113,-4.813407,-6.225501,0.000e+00
DeepSets,ch4t-test-000858,7,0.426141,0.032349,-0.178802,0.592264,0.863349,0.666454,-6.205635,-6.485324,0.000e+00
DeepSets,ch4t-test-000859,4,0.022853,0.035045,-0.008777,-0.036347,-2.235753,0.086697,-6.910337,-6.959458,6.939e-18
DeepSets,ch4t-test-000860,8,-0.405288,-1.094243,0.354018,0.017156,0.822327,0.209477,-7.830966,-6.685453,0.000e+00
DeepSets,ch4t-test-000861,5,0.191498,0.052134,0.108008,1.599301,0.586679,0.879704,-6.244101,-6.595741,0.000e+00
DeepSets,ch4t-test-000862,5,0.448920,0.087816,-0.222698,0.569243,0.617293,0.416407,-5.272090,-5.586129,0.000e+00
DeepSets,ch4t-test-000863,8,0.365415,0.090122,-0.020472,0.592623,-0.114752,1.432667,-5.304049,-5.739114,0.000e+00
DeepSets,ch4t-test-000864,4,-0.004690,-0.134068,-0.059383,-0.008768,-0.223196,0.136989,-7.810680,-7.612539,2.776e-17
DeepSets,ch4t-test-000865,6,0.335213,-0.035071,-0.084952,0.494354,0.674170,0.384468,-4.440037,-4.655227,2.776e-17
DeepSets,ch4t-test-000866,8,1.018106,-0.060458,-0.078193,1.029247,0.890611,0.347449,-5.087699,-5.967154,0.000e+00
DeepSets,ch4t-test-000867,6,1.535940,-0.068143,-0.722976,0.779665,-0.591538,1.548112,-4.641879,-5.386699,0.000e+00
DeepSets,ch4t-test-000868,8,0.798001,0.103603,-0.235000,1.404584,1.365063,1.752304,-5.234489,-5.901093,0.000e+00
DeepSets,ch4t-test-000869,5,1.477339,0.441041,-0.183567,0.431005,0.562484,1.068773,-4.364782,-6.099595,0.000e+00
DeepSets,ch4t-test-000870,7,0.021166,1.158612,-0.046346,-0.010862,0.686170,0.156844,-6.004374,-7.137806,0.000e+00
DeepSets,ch4t-test-000871,5,-0.043526,1.252505,-0.072186,-0.022219,0.647135,0.148204,-8.603479,-9.740272,0.000e+00
DeepSets,ch4t-test-000872,7,1.957938,0.080006,-0.401677,0.891627,-0.144759,0.934878,-5.574296,-7.210563,2.220e-16
DeepSets,ch4t-test-000873,4,0.871388,0.360010,-0.026149,0.347019,0.723534,0.370685,-5.884129,-7.089378,0.000e+00
DeepSets,ch4t-test-000874,4,-0.421814,0.076216,-0.169523,0.191449,0.796964,0.826414,-9.709265,-9.194144,0.000e+00
DeepSets,ch4t-test-000875,5,1.281287,-0.571032,1.634018,0.533846,-0.601034,1.138831,-5.447160,-7.791433,0.000e+00
DeepSets,ch4t-test-000876,7,0.884460,0.335374,1.228168,0.052560,0.606428,0.222870,-3.416124,-5.864125,0.000e+00
DeepSets,ch4t-test-000877,7,-2.081410,-2.153773,0.130137,4.615422,0.692171,1.626472,-10.630266,-6.525219,0.000e+00
DeepSets,ch4t-test-000878,6,0.886535,-0.031295,-0.091214,1.350245,1.069353,0.481431,-6.561309,-7.325334,0.000e+00
DeepSets,ch4t-test-000879,6,3.411006,-0.550402,-0.471723,0.453737,0.475767,0.428622,-3.227408,-5.616288,0.000e+00
DeepSets,ch4t-test-000880,4,0.366618,0.053274,0.635982,0.144575,0.700187,0.614572,-5.730923,-6.786798,0.000e+00
DeepSets,ch4t-test-000881,4,0.125734,0.144022,-0.079792,0.568866,1.084965,0.429378,-5.926240,-6.116203,0.000e+00
DeepSets,ch4t-test-000882,6,0.374520,0.548594,-0.030050,0.119899,0.776433,0.201785,-3.988810,-4.881874,0.000e+00
DeepSets,ch4t-test-000883,7,-0.104408,-1.341315,-0.029912,0.046697,1.023978,0.126903,-7.860858,-6.385223,0.000e+00
DeepSets,ch4t-test-000884,7,2.927940,-0.223936,-0.722244,0.716655,0.550875,0.319218,-3.627256,-5.609017,4.441e-16
DeepSets,ch4t-test-000885,5,2.425123,-0.165360,-0.371436,0.298983,-0.054556,0.213564,-3.900949,-5.789276,4.441e-16
DeepSets,ch4t-test-000886,4,-0.007884,0.027958,-0.037965,0.004444,-1.518696,0.133206,-7.754561,-7.736671,1.041e-17
DeepSets,ch4t-test-000887,7,0.879471,0.880847,0.028803,0.086878,0.938794,0.141591,-5.313909,-7.103030,0.000e+00
DeepSets,ch4t-test-000888,7,-0.039482,-0.021131,-0.059619,1.117404,0.564922,1.094832,-6.054984,-5.934751,1.388e-17
DeepSets,ch4t-test-000889,7,0.423844,0.284152,-0.038018,0.101249,0.704926,0.133889,-7.742052,-8.412030,0.000e+00
DeepSets,ch4t-test-000890,4,0.284279,0.760122,-0.026182,0.032443,0.940991,0.098822,-7.265236,-8.283455,0.000e+00
DeepSets,ch4t-test-000891,8,1.663302,-0.219831,-0.387932,0.763828,-0.103030,1.004175,-4.339753,-5.395292,0.000e+00
DeepSets,ch4t-test-000892,5,0.966102,0.499223,-0.208131,0.465528,1.349401,0.821603,-4.960231,-6.217424,0.000e+00
DeepSets,ch4t-test-000893,5,-0.496051,0.201843,0.425272,0.180250,1.072583,0.273811,-6.230958,-6.362022,5.551e-17
DeepSets,ch4t-test-000894,5,0.833963,-0.151362,-0.002891,2.030163,0.801080,0.444499,-4.862690,-5.542401,0.000e+00
DeepSets,ch4t-test-000895,8,-0.261426,-0.156638,1.252971,0.332536,1.256114,0.507803,-6.975717,-7.810624,0.000e+00
DeepSets,ch4t-test-000896,5,1.096958,0.381622,-0.088308,0.342889,-0.529346,0.437108,-4.829357,-6.219630,0.000e+00
DeepSets,ch4t-test-000897,4,-0.061550,0.927682,-0.164166,0.023808,0.374457,0.190858,-7.299839,-8.001804,0.000e+00
DeepSets,ch4t-test-000898,8,0.383015,-0.591251,0.779082,0.285073,0.980833,1.339035,-6.727018,-7.297863,2.220e-16
DeepSets,ch4t-test-000899,7,0.333633,0.350510,0.165574,0.108933,0.475036,0.157577,-4.261663,-5.111379,1.110e-16
DeepSets,ch4t-test-000900,8,-0.278378,-1.442779,1.506974,0.682276,0.998386,2.146507,-4.952941,-4.738758,0.000e+00
DeepSets,ch4t-test-000901,8,-0.031756,0.389799,-0.049683,0.032949,-0.140692,0.161058,-5.312054,-5.620413,5.551e-17
DeepSets,ch4t-test-000902,6,-0.066749,-0.819993,0.244453,-0.008255,0.806013,0.142756,-8.034269,-7.391981,1.110e-16
DeepSets,ch4t-test-000903,7,-0.037412,-0.053796,-0.421247,0.229629,1.154205,0.381333,-5.656493,-5.144038,0.000e+00
DeepSets,ch4t-test-000904,8,0.093197,0.047253,-0.054886,1.258412,-0.020845,1.422474,-4.297109,-4.382673,0.000e+00
DeepSets,ch4t-test-000905,4,0.010821,0.676163,-0.124037,-0.014880,0.093348,0.179407,-6.702929,-7.265875,0.000e+00
DeepSets,ch4t-test-000906,4,-0.015683,0.122740,-0.015795,0.008032,-0.499482,0.128712,-8.603285,-8.694548,1.388e-17
DeepSets,ch4t-test-000907,7,0.108315,0.756358,0.049266,-0.010004,0.717038,0.145547,-5.354842,-6.268781,0.000e+00
DeepSets,ch4t-test-000908,6,1.261249,0.375953,-0.549767,0.525964,0.453920,0.649149,-4.129054,-5.216489,0.000e+00
DeepSets,ch4t-test-000909,4,0.025159,0.123904,-0.016232,-0.017724,-1.299519,0.118585,-8.282815,-8.415646,0.000e+00
DeepSets,ch4t-test-000910,4,0.122419,-1.506617,0.172304,0.016402,-0.354657,0.118963,-10.551517,-9.339624,2.220e-16
DeepSets,ch4t-test-000911,8,2.419861,0.044309,-0.973582,1.558218,0.389406,1.697921,-4.545813,-6.036401,2.220e-16
DeepSets,ch4t-test-000912,7,2.437465,-0.457543,-1.290082,1.214916,-0.407805,1.514121,-3.565612,-4.255453,0.000e+00
DeepSets,ch4t-test-000913,4,1.484983,-0.387146,0.740308,1.294426,1.055595,3.168164,-3.425351,-5.263496,4.441e-16
DeepSets,ch4t-test-000914,7,3.082640,-0.213062,-0.594502,1.045358,1.274088,0.743548,-4.862701,-7.137776,0.000e+00
DeepSets,ch4t-test-000915,8,1.670570,-0.095113,-0.307111,0.597812,0.989122,0.391256,-4.881694,-6.150040,0.000e+00
DeepSets,ch4t-test-000916,6,2.445496,-0.092297,-0.473707,0.858775,0.542897,0.595720,-5.079417,-6.958908,0.000e+00
DeepSets,ch4t-test-000917,4,1.721515,0.869424,-0.233394,0.199022,1.025370,0.439018,-3.069602,-5.427147,0.000e+00
DeepSets,ch4t-test-000918,8,1.250038,-0.120845,-0.500936,0.801865,0.550165,0.789596,-5.688189,-6.316445,0.000e+00
DeepSets,ch4t-test-000919,7,2.281646,-0.256960,-0.329148,0.845449,0.622633,0.679435,-4.221281,-5.916820,0.000e+00
DeepSets,ch4t-test-000920,4,-0.075811,-0.102207,0.096205,-0.028861,-1.026652,0.101639,-8.485280,-8.403468,0.000e+00
DeepSets,ch4t-test-000921,7,0.749113,0.333778,-0.089973,0.409153,0.880679,0.232217,-5.811617,-6.804536,1.110e-16
