model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,shapley_fit_quality,v_all_maps,v_no_maps,efficiency_residual
DeepSets,ch4t-test-000988,10,0.014488,1.928616,0.119292,-0.217295,-6.053866,-7.898967,0.000e+00
DeepSets,ch4t-test-000989,4,-0.013115,0.218653,-0.127235,0.117618,-7.570654,-7.766576,2.776e-17
DeepSets,ch4t-test-000990,12,2.280333,-1.050260,1.984556,0.703749,-3.956331,-7.874708,0.000e+00
DeepSets,ch4t-test-000991,10,1.667408,0.038438,0.002274,0.546302,-5.518386,-7.772809,0.000e+00
DeepSets,ch4t-test-000992,12,3.043308,-1.821630,-1.345079,0.177498,-8.235153,-8.289250,2.776e-16
DeepSets,ch4t-test-000993,6,-2.743055,-2.418814,1.443257,-0.789587,-12.854404,-8.346205,8.882e-16
DeepSets,ch4t-test-000994,12,1.872970,-0.189911,0.507117,0.673055,-5.172209,-8.035440,0.000e+00
DeepSets,ch4t-test-000995,5,0.305615,-0.107846,0.128366,0.835643,-6.704392,-7.866170,0.000e+00
DeepSets,ch4t-test-000996,6,2.817429,0.079701,0.954835,0.731651,-4.264871,-8.848487,0.000e+00
DeepSets,ch4t-test-000997,9,3.448898,0.209250,-0.268995,0.665273,-3.651775,-7.706200,0.000e+00
DeepSets,ch4t-test-000998,11,2.007770,1.488570,0.464958,0.472837,-2.977571,-7.411706,8.882e-16
DeepSets,ch4t-test-000999,12,4.395254,-0.912641,-1.283116,1.835033,-3.817068,-7.851598,0.000e+00
DeepSets,ch4t-test-001000,5,-0.028077,0.442452,-0.082041,0.054762,-7.391919,-7.779015,5.551e-17
DeepSets,ch4t-test-001001,9,-0.018282,1.881673,-0.382980,0.102385,-6.313332,-7.896129,4.441e-16
DeepSets,ch4t-test-001002,7,0.022604,1.163720,-0.093600,0.253045,-6.828737,-8.174506,0.000e+00
DeepSets,ch4t-test-001003,6,0.262304,1.770408,-0.107180,0.162525,-5.838300,-7.926357,0.000e+00
DeepSets,ch4t-test-001004,6,1.139863,0.615794,0.356515,0.763933,-4.708534,-7.584638,0.000e+00
DeepSets,ch4t-test-001005,7,1.138091,0.568466,1.072495,0.005148,-5.016736,-7.800937,4.441e-16
DeepSets,ch4t-test-001006,4,1.545168,-0.030058,0.767737,0.576937,-4.644207,-7.503991,0.000e+00
DeepSets,ch4t-test-001007,8,1.581667,0.643856,0.513527,0.670968,-4.554834,-7.964852,0.000e+00
DeepSets,ch4t-test-001008,11,0.509401,1.408453,-0.064418,0.535219,-5.339452,-7.728108,0.000e+00
DeepSets,ch4t-test-001009,5,0.019887,-0.182127,0.192224,-0.349934,-8.742764,-8.422814,0.000e+00
DeepSets,ch4t-test-001010,5,-0.125599,1.059350,-0.152986,0.066619,-6.800754,-7.648138,0.000e+00
DeepSets,ch4t-test-001011,11,5.350878,-0.853351,-0.408728,0.693714,-3.219936,-8.002449,0.000e+00
DeepSets,ch4t-test-001012,11,-0.009916,1.328976,0.030701,0.252129,-6.389705,-7.991595,0.000e+00
DeepSets,ch4t-test-001013,4,0.008196,-1.516231,0.327168,-0.109491,-9.569699,-8.279341,0.000e+00
DeepSets,ch4t-test-001014,12,-0.001275,0.576512,0.039540,0.117254,-6.957074,-7.689105,0.000e+00
DeepSets,ch4t-test-001015,9,2.321336,-0.700088,1.394754,0.488792,-4.083537,-7.588330,0.000e+00
DeepSets,ch4t-test-001016,12,0.490844,0.716148,1.095244,0.326515,-5.492619,-8.121369,0.000e+00
DeepSets,ch4t-test-001017,9,-0.232569,0.864213,-0.355168,0.197325,-8.056133,-8.529933,1.110e-16
DeepSets,ch4t-test-001018,10,2.706010,0.084641,0.813191,0.202732,-4.232359,-8.038932,0.000e+00
DeepSets,ch4t-test-001019,11,1.694403,-0.086105,1.624109,0.120984,-5.085371,-8.438763,8.882e-16
DeepSets,ch4t-test-001020,6,2.540040,-1.708518,-0.862388,0.901207,-6.672847,-7.543188,4.441e-16
DeepSets,ch4t-test-001021,8,1.423236,0.473069,0.350592,0.894116,-4.934869,-8.075881,4.441e-16
DeepSets,ch4t-test-001022,6,1.330264,0.417064,0.644434,0.291520,-5.287274,-7.970557,0.000e+00
DeepSets,ch4t-test-001023,7,1.116736,-0.056452,0.578470,0.742539,-5.403642,-7.784935,0.000e+00
DeepSets,ch4t-test-001024,6,-0.382527,1.130881,-0.426580,0.218154,-7.381496,-7.921424,0.000e+00
DeepSets,ch4t-test-001025,12,3.989379,-0.026583,-0.747793,1.007053,-4.029724,-8.251780,0.000e+00
DeepSets,ch4t-test-001026,6,1.351954,0.239708,0.740491,0.574023,-5.177355,-8.083531,4.441e-16
DeepSets,ch4t-test-001027,4,3.478605,0.478760,0.216582,0.450810,-3.543651,-8.168408,8.882e-16
DeepSets,ch4t-test-001028,11,1.379922,0.235917,1.513381,0.015672,-4.890129,-8.035022,4.441e-16
DeepSets,ch4t-test-001029,12,2.460522,-0.166289,1.316693,0.105107,-4.471776,-8.187808,4.441e-16
DeepSets,ch4t-test-001030,7,-0.129277,0.424450,-0.221889,-0.369209,-8.144856,-7.848931,0.000e+00
DeepSets,ch4t-test-001031,6,5.684515,-1.476729,-0.712032,1.057357,-3.210297,-7.763407,0.000e+00
DeepSets,ch4t-test-001032,4,3.233937,0.223134,0.372495,0.407290,-3.869466,-8.106321,0.000e+00
DeepSets,ch4t-test-001033,9,1.280427,-0.047460,1.100379,-0.493313,-6.151362,-7.991394,2.220e-16
DeepSets,ch4t-test-001034,6,0.521460,0.789906,0.115053,0.629384,-6.195548,-8.251351,0.000e+00
DeepSets,ch4t-test-001035,9,2.658687,-0.864166,1.727307,-0.424051,-4.946377,-8.044155,4.441e-16
DeepSets,ch4t-test-001036,7,2.867443,-0.686316,1.429202,0.623864,-4.080585,-8.314778,0.000e+00
DeepSets,ch4t-test-001037,8,5.203682,-1.072968,-1.069390,0.632414,-4.327101,-8.020839,0.000e+00
DeepSets,ch4t-test-001038,7,1.776575,0.050046,0.643311,1.009149,-4.222778,-7.701859,4.441e-16
DeepSets,ch4t-test-001039,7,1.913395,-0.659578,1.280824,0.400288,-4.942430,-7.877358,0.000e+00
DeepSets,ch4t-test-001040,6,-0.369940,0.358835,-0.612686,0.455020,-8.759194,-8.590423,0.000e+00
DeepSets,ch4t-test-001041,12,2.885503,0.592194,0.332371,0.691040,-2.886558,-7.387667,8.882e-16
DeepSets,ch4t-test-001042,7,1.515326,0.699316,0.565073,0.134254,-5.251554,-8.165524,0.000e+00
DeepSets,ch4t-test-001043,12,2.528074,-0.710068,1.156231,0.538478,-4.326807,-7.839522,8.882e-16
DeepSets,ch4t-test-001044,4,3.054275,0.214647,0.916971,0.534797,-2.616368,-7.337058,0.000e+00
DeepSets,ch4t-test-001045,5,2.198151,0.367413,1.048749,0.072213,-4.788856,-8.475383,0.000e+00
DeepSets,ch4t-test-001046,6,-0.167006,0.811260,-0.059961,-0.009926,-7.404909,-7.979277,1.110e-16
DeepSets,ch4t-test-001047,4,2.437048,-0.726708,1.696420,-0.150059,-3.940996,-7.197697,4.441e-16
DeepSets,ch4t-test-001048,10,-0.066657,0.613747,-0.115875,0.316752,-7.232126,-7.980093,1.110e-16
DeepSets,ch4t-test-001049,8,0.805582,-0.948708,1.122546,0.316934,-6.912468,-8.208822,0.000e+00
DeepSets,ch4t-test-001050,10,-0.006700,1.596366,-0.263375,-0.142824,-6.824642,-8.008109,4.441e-16
DeepSets,ch4t-test-001051,8,0.835394,0.435537,0.583015,0.431032,-5.632484,-7.917462,4.441e-16
DeepSets,ch4t-test-001052,4,0.074143,1.132979,0.032603,-0.120024,-7.365653,-8.485354,0.000e+00
DeepSets,ch4t-test-001053,7,1.786402,-0.059644,1.032827,-0.305668,-5.270685,-7.724602,4.441e-16
DeepSets,ch4t-test-001054,9,1.010311,-0.360387,0.994540,0.314297,-5.194590,-7.153351,0.000e+00
DeepSets,ch4t-test-001055,9,1.059839,1.013369,0.711030,0.364718,-4.399581,-7.548537,4.441e-16
DeepSets,ch4t-test-001056,10,2.227408,-0.412741,0.341918,0.542269,-5.353269,-8.052122,4.441e-16
DeepSets,ch4t-test-001057,10,-0.003158,0.978951,-0.032244,-0.350745,-7.252620,-7.845425,1.110e-16
DeepSets,ch4t-test-001058,12,0.816642,1.412042,0.727319,0.532914,-5.040899,-8.529816,0.000e+00
DeepSets,ch4t-test-001059,8,0.719767,0.866493,0.217189,0.599964,-5.951102,-8.354515,0.000e+00
DeepSets,ch4t-test-001060,9,0.560056,0.756375,0.373345,0.653377,-5.849763,-8.192915,0.000e+00
DeepSets,ch4t-test-001061,7,6.267868,-1.260585,-2.270699,1.123854,-4.097382,-7.957820,0.000e+00
DeepSets,ch4t-test-001062,8,2.699552,0.300965,0.733590,0.665226,-3.272851,-7.672184,0.000e+00
DeepSets,ch4t-test-001063,10,-0.068694,0.403556,-0.078432,-0.059332,-7.814678,-8.011777,5.551e-17
DeepSets,ch4t-test-001064,5,4.491553,-1.070766,-0.686713,1.420922,-4.465938,-8.620933,0.000e+00
DeepSets,ch4t-test-001065,5,-0.012608,0.341829,0.023062,0.095751,-7.662851,-8.110885,5.551e-17
DeepSets,ch4t-test-001066,8,-0.298405,-0.424898,1.154766,-0.278102,-7.686757,-7.840119,5.551e-17
DeepSets,ch4t-test-001067,11,1.676556,0.042118,0.835999,0.263832,-5.205713,-8.024218,0.000e+00
DeepSets,ch4t-test-001068,6,0.895477,-0.433933,0.336542,0.366912,-6.673709,-7.838708,0.000e+00
DeepSets,ch4t-test-001069,7,2.657251,-1.866322,-0.439719,1.029244,-6.523631,-7.904086,2.220e-16
DeepSets,ch4t-test-001070,7,1.884354,0.181288,1.393129,-0.330504,-4.529596,-7.657864,0.000e+00
DeepSets,ch4t-test-001071,6,-0.064585,0.615105,-0.134516,0.146021,-7.506349,-8.068374,1.110e-16
DeepSets,ch4t-test-001072,9,1.549448,0.040680,0.700907,0.623830,-5.039602,-7.954467,4.441e-16
DeepSets,ch4t-test-001073,10,-0.285813,-0.309567,0.472120,-0.473899,-8.490542,-7.893383,0.000e+00
DeepSets,ch4t-test-001074,6,0.172809,0.965702,-0.151112,-0.033429,-7.033819,-7.987789,1.110e-16
DeepSets,ch4t-test-001075,4,3.762533,1.191044,-1.160039,1.332353,-2.585442,-7.711333,8.882e-16
DeepSets,ch4t-test-001076,10,2.743507,0.518403,1.159389,0.384145,-3.293200,-8.098645,0.000e+00
DeepSets,ch4t-test-001077,5,0.906358,-0.462927,1.136661,-0.063754,-5.827780,-7.344117,0.000e+00
DeepSets,ch4t-test-001078,6,-0.119510,0.452942,-0.199760,0.142111,-7.336699,-7.612481,0.000e+00
DeepSets,ch4t-test-001079,4,0.783608,0.216152,0.272713,0.358724,-6.844872,-8.476069,2.220e-16
DeepSets,ch4t-test-001080,7,1.911885,1.324672,0.481452,0.434918,-3.918671,-8.071597,0.000e+00
DeepSets,ch4t-test-001081,5,1.441224,-0.687394,1.721733,-0.178362,-5.880253,-8.177453,0.000e+00
DeepSets,ch4t-test-001082,4,0.988519,0.595493,0.211200,0.246646,-6.037837,-8.079697,0.000e+00
DeepSets,ch4t-test-001083,10,-0.046295,1.484187,0.027738,0.073275,-6.367822,-7.906726,2.220e-16
DeepSets,ch4t-test-001084,6,-0.053870,-0.991730,0.105391,-0.015397,-9.077244,-8.121638,0.000e+00
DeepSets,ch4t-test-001085,4,-0.075428,0.922597,0.159222,-0.117262,-6.672345,-7.561474,1.110e-16
DeepSets,ch4t-test-001086,5,2.180298,-0.214991,0.249417,0.503460,-5.134554,-7.852737,0.000e+00
DeepSets,ch4t-test-001087,6,0.328556,0.113734,0.899038,-0.274007,-6.667809,-7.735130,0.000e+00
DeepSets,ch4t-test-001088,10,6.289365,0.058159,-1.579107,1.081571,-2.587538,-8.437527,8.882e-16
DeepSets,ch4t-test-001089,12,2.483507,-0.541242,1.794050,0.298072,-4.478057,-8.512444,8.882e-16
DeepSets,ch4t-test-001090,12,1.710157,1.276177,0.767177,0.446290,-3.722992,-7.922793,8.882e-16
DeepSets,ch4t-test-001091,9,5.435055,-1.265339,-1.721750,1.649178,-3.587675,-7.684819,0.000e+00
DeepSets,ch4t-test-001092,7,0.272877,-0.350461,0.669779,0.255098,-7.120001,-7.967294,0.000e+00
DeepSets,ch4t-test-001093,8,1.540568,0.691937,1.006678,0.180371,-4.948019,-8.367574,0.000e+00
DeepSets,ch4t-test-001094,11,1.471790,-1.262384,1.299297,-0.200147,-6.200489,-7.509046,0.000e+00
DeepSets,ch4t-test-001095,10,0.636682,-0.710020,0.439550,0.439709,-7.186859,-7.992779,0.000e+00
DeepSets,ch4t-test-001096,4,-0.261500,1.047084,-0.182636,-0.173192,-7.424199,-7.853954,1.665e-16
DeepSets,ch4t-test-001097,4,-0.031909,0.484095,-0.157481,0.212935,-6.711460,-7.219099,0.000e+00
DeepSets,ch4t-test-001098,4,0.007063,0.035908,0.233589,-0.134014,-7.993020,-8.135566,0.000e+00
DeepSets,ch4t-test-001099,8,-0.002877,0.890394,-0.069927,-0.102844,-7.227085,-7.941831,0.000e+00
DeepSets,ch4t-test-001100,10,-0.023103,1.538468,-0.034835,0.102230,-6.442458,-8.025218,0.000e+00
DeepSets,ch4t-test-001101,4,1.301459,-0.407030,0.796845,0.091555,-6.249808,-8.032636,2.220e-16
DeepSets,ch4t-test-001102,6,0.010506,1.477962,-0.053778,-0.025076,-6.464816,-7.874429,0.000e+00
DeepSets,ch4t-test-001103,7,2.102247,-0.316617,1.045215,0.086850,-4.966927,-7.884623,4.441e-16
DeepSets,ch4t-test-001104,11,0.595607,1.324848,0.517004,0.323892,-4.908075,-7.669426,4.441e-16
DeepSets,ch4t-test-001105,8,3.258037,-0.581566,1.442900,0.669156,-3.248248,-8.036776,8.882e-16
DeepSets,ch4t-test-001106,8,1.109779,1.322398,0.422176,0.612130,-4.436224,-7.902707,0.000e+00
DeepSets,ch4t-test-001107,4,0.057678,0.765138,-0.263955,0.072287,-7.599068,-8.230216,0.000e+00
DeepSets,ch4t-test-001108,11,4.724466,-0.707956,0.494478,0.559482,-2.258569,-7.329039,0.000e+00
DeepSets,ch4t-test-001109,11,-0.177189,1.731802,-0.308993,0.123565,-6.642952,-8.012138,2.220e-16
DeepSets,ch4t-test-001110,4,1.998876,0.636593,0.044530,0.792472,-4.676293,-8.148764,0.000e+00
DeepSets,ch4t-test-001111,11,3.043244,-0.041415,0.957194,0.554392,-3.106984,-7.620399,0.000e+00
DeepSets,ch4t-test-001112,4,2.538127,-0.894383,1.131840,0.143862,-5.213089,-8.132536,4.441e-16
DeepSets,ch4t-test-001113,10,0.948665,0.905354,1.254724,0.247581,-4.620984,-7.977309,0.000e+00
DeepSets,ch4t-test-001114,7,0.935491,0.937066,0.097212,0.401649,-5.574870,-7.946289,0.000e+00
DeepSets,ch4t-test-001115,8,0.005702,-2.126871,0.848293,-0.224582,-9.247637,-7.750178,0.000e+00
DeepSets,ch4t-test-001116,11,-0.282046,0.966292,-0.534835,0.278675,-7.784399,-8.212483,5.551e-17
DeepSets,ch4t-test-001117,10,1.815117,-0.268999,0.975184,0.010248,-5.517274,-8.048823,4.441e-16
DeepSets,ch4t-test-001118,4,0.397954,0.775021,0.088950,0.414145,-5.701166,-7.377236,2.220e-16
DeepSets,ch4t-test-001119,10,0.800926,0.007919,1.511053,-0.415702,-5.540640,-7.444836,2.220e-16
DeepSets,ch4t-test-001120,12,-0.062469,-0.286755,0.189828,-0.196217,-8.662231,-8.306618,0.000e+00
DeepSets,ch4t-test-001121,7,6.083603,-1.213991,-1.348645,0.885885,-3.699577,-8.106428,0.000e+00
DeepSets,ch4t-test-001122,10,2.040136,1.314737,0.280877,0.506884,-4.091815,-8.234449,8.882e-16
DeepSets,ch4t-test-001123,12,1.734280,0.165115,0.334326,0.787905,-4.815827,-7.837453,0.000e+00
DeepSets,ch4t-test-001124,11,0.600137,0.818790,-0.068155,0.003148,-6.664527,-8.018447,0.000e+00
DeepSets,ch4t-test-001125,10,0.859016,-0.843392,1.451036,-0.864252,-7.545667,-8.148077,2.220e-16
DeepSets,ch4t-test-001126,11,5.338088,-1.082465,-0.934609,0.842733,-4.048804,-8.212551,0.000e+00
DeepSets,ch4t-test-001127,6,0.086470,-0.263079,0.145390,-0.222229,-8.077512,-7.824064,0.000e+00
DeepSets,ch4t-test-001128,4,1.658010,-0.637671,1.005338,0.186946,-5.131212,-7.343837,0.000e+00
DeepSets,ch4t-test-001129,6,0.967644,0.814293,0.273225,0.490915,-5.022451,-7.568529,0.000e+00
DeepSets,ch4t-test-001130,12,3.862486,-1.131163,-1.483119,1.412921,-5.173475,-7.834600,0.000e+00
DeepSets,ch4t-test-001131,4,-0.152122,0.306539,-0.139651,0.214364,-7.218957,-7.448087,0.000e+00
DeepSets,ch4t-test-001132,11,3.123937,-0.013874,0.860473,0.306327,-3.765263,-8.042126,0.000e+00
DeepSets,ch4t-test-001133,9,1.161683,0.903745,0.176556,0.392636,-5.228674,-7.863294,0.000e+00
DeepSets,ch4t-test-001134,10,6.205131,-1.279847,-0.985692,1.442386,-3.012140,-8.394118,0.000e+00
DeepSets,ch4t-test-001135,6,1.197426,0.602749,0.232112,0.754256,-5.202750,-7.989292,4.441e-16
DeepSets,ch4t-test-001136,9,4.985839,-1.549133,-1.499968,1.097079,-4.824934,-7.858751,0.000e+00
DeepSets,ch4t-test-001137,11,1.643907,0.173368,0.544759,0.647509,-5.064089,-8.073632,4.441e-16
DeepSets,ch4t-test-001138,12,1.681990,1.021132,1.490363,0.150091,-3.759727,-8.103303,0.000e+00
DeepSets,ch4t-test-001139,8,-0.111550,1.356461,-0.143950,-0.174961,-7.698970,-8.624971,2.220e-16
DeepSets,ch4t-test-001140,8,1.753224,1.144344,0.203809,0.729474,-4.214859,-8.045710,0.000e+00
DeepSets,ch4t-test-001141,5,-0.000554,0.468450,0.060468,0.115500,-6.456810,-7.100673,1.110e-16
DeepSets,ch4t-test-001142,7,3.936085,-1.033548,-1.300285,1.400442,-4.848679,-7.851374,0.000e+00
DeepSets,ch4t-test-001143,11,1.194837,1.274441,0.521341,0.739739,-3.897107,-7.627464,4.441e-16
DeepSets,ch4t-test-001144,8,2.855143,0.815915,-0.165748,0.136914,-3.976816,-7.619041,0.000e+00
DeepSets,ch4t-test-001145,5,3.542565,-0.752556,0.647234,0.474175,-4.698668,-8.610087,0.000e+00
DeepSets,ch4t-test-001146,7,1.288555,0.906621,0.726175,0.309422,-4.859480,-8.090253,4.441e-16
DeepSets,ch4t-test-001147,9,-0.080698,-0.714848,0.026844,0.454664,-8.760483,-8.446444,1.110e-16
DeepSets,ch4t-test-001148,9,2.398763,-0.429157,1.628249,0.424986,-3.970550,-7.993391,0.000e+00
DeepSets,ch4t-test-001149,10,0.976776,-0.477268,1.086656,-0.042421,-6.399316,-7.943058,2.220e-16
DeepSets,ch4t-test-001150,4,1.677609,0.510842,0.699982,0.583532,-4.285801,-7.757765,0.000e+00
DeepSets,ch4t-test-001151,10,0.039416,1.722307,-0.012071,-0.094954,-6.526938,-8.181637,2.220e-16
DeepSets,ch4t-test-001152,12,-0.000974,0.879487,-0.006202,0.149667,-7.231368,-8.253346,0.000e+00
DeepSets,ch4t-test-001153,5,0.303466,-0.215710,0.338577,-0.040284,-7.581979,-7.968028,5.551e-17
DeepSets,ch4t-test-001154,11,-0.739492,-0.201303,0.964266,-0.998361,-8.994719,-8.019828,0.000e+00
DeepSets,ch4t-test-001155,4,-0.124530,0.045540,-0.072604,0.098311,-7.797801,-7.744518,0.000e+00
DeepSets,ch4t-test-001156,11,2.840910,-0.599144,1.451622,0.717271,-3.047285,-7.457944,0.000e+00
DeepSets,ch4t-test-001157,9,0.271814,0.749638,0.738350,-0.271728,-6.502765,-7.990839,0.000e+00
DeepSets,ch4t-test-001158,9,0.239572,-0.542724,2.023779,-0.329187,-6.531438,-7.922879,0.000e+00
DeepSets,ch4t-test-001159,8,2.525050,-1.054009,0.451305,0.026654,-6.071392,-8.020393,0.000e+00
DeepSets,ch4t-test-001160,8,0.014632,1.450585,-0.026365,0.255421,-5.998720,-7.692992,2.220e-16
DeepSets,ch4t-test-001161,4,0.565351,0.509084,-0.031927,0.510378,-6.494742,-8.047627,0.000e+00
DeepSets,ch4t-test-001162,7,1.515118,0.229401,0.920392,0.029969,-5.429478,-8.124358,4.441e-16
DeepSets,ch4t-test-001163,11,1.117247,0.983606,0.301697,0.264369,-5.377115,-8.044034,0.000e+00
DeepSets,ch4t-test-001164,9,-0.034298,0.568788,-0.249842,0.237693,-7.618293,-8.140633,1.110e-16
DeepSets,ch4t-test-001165,9,1.225327,0.647637,-0.084127,0.547462,-5.898900,-8.235200,4.441e-16
DeepSets,ch4t-test-001166,12,1.144616,0.262843,0.972845,-0.540665,-6.023247,-7.862885,4.441e-16
DeepSets,ch4t-test-001167,11,1.015535,0.871778,0.394068,-0.277897,-5.895603,-7.899088,4.441e-16
DeepSets,ch4t-test-001168,6,3.399982,0.782877,-0.280253,0.346249,-3.775689,-8.024544,0.000e+00
DeepSets,ch4t-test-001169,8,1.972278,0.585717,0.968576,0.700031,-3.662303,-7.888905,8.882e-16
DeepSets,ch4t-test-001170,9,0.277080,-1.444721,0.192481,-0.401182,-9.026380,-7.650037,0.000e+00
DeepSets,ch4t-test-001171,8,3.265882,-0.091432,0.304122,0.185391,-4.644967,-8.308929,4.441e-16
DeepSets,ch4t-test-001172,12,1.199783,0.104453,0.859615,0.441322,-5.537472,-8.142645,4.441e-16
DeepSets,ch4t-test-001173,12,1.350098,0.320822,0.602155,0.461769,-5.265249,-8.000093,0.000e+00
DeepSets,ch4t-test-001174,6,3.378095,-0.950944,-0.079850,1.099422,-4.778992,-8.225715,0.000e+00
DeepSets,ch4t-test-001175,12,1.907068,-0.019245,0.931971,0.482000,-4.526993,-7.828787,0.000e+00
DeepSets,ch4t-test-001176,9,1.664714,0.570356,1.157070,0.285470,-4.199618,-7.877230,0.000e+00
DeepSets,ch4t-test-001177,10,-0.031842,0.720799,-0.031343,0.134063,-7.236373,-8.028050,0.000e+00
DeepSets,ch4t-test-001178,7,-0.122986,1.083884,0.074424,-0.297458,-7.042415,-7.780278,0.000e+00
DeepSets,ch4t-test-001179,10,1.013463,-0.431016,1.038204,0.275286,-6.141758,-8.037695,0.000e+00
DeepSets,ch4t-test-001180,10,1.189674,0.584985,0.672449,-0.224776,-5.719665,-7.941997,0.000e+00
DeepSets,ch4t-test-001181,10,1.896483,-0.697548,1.569672,-0.602309,-5.711393,-7.877691,4.441e-16
DeepSets,ch4t-test-001182,6,5.064591,0.135615,-1.280481,0.843095,-3.601497,-8.364317,8.882e-16
DeepSets,ch4t-test-001183,10,0.566941,0.164338,0.291831,-0.048734,-7.064238,-8.038614,1.110e-16
DeepSets,ch4t-test-001184,5,5.449714,-1.450845,-0.104863,0.755072,-3.387796,-8.036874,8.882e-16
DeepSets,ch4t-test-001185,5,-0.007949,0.231234,0.014791,0.076780,-8.289728,-8.604583,0.000e+00
DeepSets,ch4t-test-001186,9,1.911462,0.025770,0.788964,0.687285,-4.542114,-7.955595,0.000e+00
DeepSets,ch4t-test-001187,12,1.135741,0.602822,1.771400,-0.519267,-5.216673,-8.207369,0.000e+00
DeepSets,ch4t-test-001188,5,1.130531,0.062237,0.502411,0.920216,-5.539012,-8.154407,0.000e+00
DeepSets,ch4t-test-001189,4,-0.004484,-0.029339,0.012369,0.057152,-7.890915,-7.926613,6.939e-18
DeepSets,ch4t-test-001190,6,0.379955,-0.098103,-0.669298,-0.318960,-8.496400,-7.789994,1.110e-16
DeepSets,ch4t-test-001191,8,2.631305,-0.093978,-0.291124,0.923616,-4.931599,-8.101418,0.000e+00
DeepSets,ch4t-test-001192,5,3.356250,0.096646,0.427431,0.688113,-3.340999,-7.909439,0.000e+00
DeepSets,ch4t-test-001193,12,1.747649,0.045719,0.859669,0.351698,-4.969864,-7.974599,0.000e+00
DeepSets,ch4t-test-001194,12,3.108689,0.203293,0.264381,0.476131,-3.706823,-7.759317,8.882e-16
DeepSets,ch4t-test-001195,12,1.817165,0.733763,1.225416,0.529129,-3.693576,-7.999049,8.882e-16
DeepSets,ch4t-test-001196,4,-0.364975,0.385808,-0.474270,0.077082,-8.247903,-7.871547,0.000e+00
DeepSets,ch4t-test-001197,8,1.822787,0.029409,0.729483,0.779895,-4.924246,-8.285820,0.000e+00
DeepSets,ch4t-test-001198,8,-0.357934,-0.333113,-0.092930,0.183565,-8.561824,-7.961412,0.000e+00
DeepSets,ch4t-test-001199,4,0.589356,-0.104680,1.214158,-0.425488,-6.795695,-8.069041,2.220e-16
DeepSets,ch4t-test-001200,12,0.887303,0.156989,-0.167142,0.596768,-6.673164,-8.147083,0.000e+00
DeepSets,ch4t-test-001201,10,4.529689,-0.356892,-0.684413,0.978622,-3.707224,-8.174229,0.000e+00
DeepSets,ch4t-test-001202,5,1.197702,0.998013,0.828452,-0.250454,-5.539294,-8.313007,0.000e+00
DeepSets,ch4t-test-001203,9,0.002714,1.729404,0.042218,-0.165394,-6.440528,-8.049470,0.000e+00
DeepSets,ch4t-test-001204,7,2.377767,-0.655532,0.332480,-0.082872,-6.834640,-8.806484,2.220e-16
DeepSets,ch4t-test-001205,9,-0.357039,1.090539,0.467186,0.158239,-7.305448,-8.664373,2.220e-16
DeepSets,ch4t-test-001206,7,0.109175,-0.108774,0.186458,0.003984,-8.256649,-8.447492,5.551e-17
DeepSets,ch4t-test-001207,8,0.185841,0.323239,0.123084,-0.085190,-7.439631,-7.986605,0.000e+00
DeepSets,ch4t-test-001208,10,0.852888,0.405364,0.882801,-0.237099,-6.203008,-8.106963,2.220e-16
DeepSets,ch4t-test-001209,7,2.152084,0.103927,-0.101261,0.641294,-5.333681,-8.129725,4.441e-16
DeepSets,ch4t-test-001210,5,-0.119602,0.606473,-0.109736,0.440651,-6.682103,-7.499889,0.000e+00
DeepSets,ch4t-test-001211,9,1.590056,-0.392001,1.029061,0.088700,-5.722895,-8.038711,4.441e-16
DeepSets,ch4t-test-001212,10,0.681188,1.466168,0.101789,0.075901,-5.535466,-7.860512,0.000e+00
DeepSets,ch4t-test-001213,10,0.994000,0.924658,-0.000592,0.460641,-5.380589,-7.759296,4.441e-16
DeepSets,ch4t-test-001214,7,1.196576,0.763850,0.111168,0.674698,-5.252673,-7.998963,0.000e+00
DeepSets,ch4t-test-001215,11,-0.058060,0.552693,0.576256,-0.335443,-6.819245,-7.554691,0.000e+00
