model,scenario_id,n_masts,shapley_source_evidence,shapley_sensor_visibility,shapley_wind_error_sensitivity,shapley_fit_quality,v_all_maps,v_no_maps,efficiency_residual
Set Transformer,ch4t-test-000874,5,-0.896405,-0.197058,0.209101,-0.803759,-9.472155,-7.784035,0.000e+00
Set Transformer,ch4t-test-000875,5,1.755595,-0.962131,1.866852,-0.148220,-5.335724,-7.847821,0.000e+00
Set Transformer,ch4t-test-000876,9,1.415248,1.666175,1.381905,0.006680,-3.428640,-7.898648,0.000e+00
Set Transformer,ch4t-test-000877,9,-1.464749,-2.845506,-0.456067,0.819290,-11.874497,-7.927466,0.000e+00
Set Transformer,ch4t-test-000878,9,3.249211,-0.939680,-0.823808,1.601595,-4.568656,-7.655974,4.441e-16
Set Transformer,ch4t-test-000879,8,4.128269,-0.578903,1.713423,-0.095481,-2.704088,-7.871396,0.000e+00
Set Transformer,ch4t-test-000880,5,0.501304,-0.005220,0.874181,-0.178980,-6.881396,-8.072680,2.220e-16
Set Transformer,ch4t-test-000881,5,4.966017,-1.195934,-0.905492,1.012588,-4.153234,-8.030413,4.441e-16
Set Transformer,ch4t-test-000882,8,-0.025482,0.363619,-0.034666,0.025887,-7.403505,-7.732863,0.000e+00
Set Transformer,ch4t-test-000883,10,-0.209754,-1.442816,-0.196087,0.148907,-9.195320,-7.495571,4.441e-16
Set Transformer,ch4t-test-000884,9,4.181928,-0.251508,0.078058,0.523077,-3.308066,-7.839621,0.000e+00
Set Transformer,ch4t-test-000885,6,3.178780,0.122358,0.286442,0.313233,-4.284730,-8.185543,0.000e+00
Set Transformer,ch4t-test-000886,4,0.004219,0.145823,0.020456,0.142876,-7.974699,-8.288073,0.000e+00
Set Transformer,ch4t-test-000887,10,2.457019,0.616556,0.406914,0.145454,-4.357198,-7.983141,0.000e+00
Set Transformer,ch4t-test-000888,10,1.622656,-0.446467,0.772362,0.583479,-5.450897,-7.982927,0.000e+00
Set Transformer,ch4t-test-000889,10,2.648341,0.516232,0.242857,0.621924,-4.057950,-8.087303,0.000e+00
Set Transformer,ch4t-test-000890,4,0.004595,1.249518,0.011993,0.259456,-6.356272,-7.881834,0.000e+00
Set Transformer,ch4t-test-000891,11,6.219107,-1.700958,-0.777995,1.019646,-3.024529,-7.784330,1.776e-15
Set Transformer,ch4t-test-000892,6,0.747480,1.317785,0.274138,0.544426,-5.304821,-8.188650,4.441e-16
Set Transformer,ch4t-test-000893,6,-0.496013,0.601492,0.410544,-0.395208,-7.993013,-8.113827,5.551e-17
Set Transformer,ch4t-test-000894,6,3.702510,-1.122914,-0.499170,1.761267,-3.843230,-7.684923,4.441e-16
Set Transformer,ch4t-test-000895,12,-0.158339,0.496990,0.969733,-0.179930,-6.608212,-7.736666,2.220e-16
Set Transformer,ch4t-test-000896,6,1.706977,-0.195970,0.991426,-0.313190,-5.840207,-8.029450,0.000e+00
Set Transformer,ch4t-test-000897,5,0.010375,1.110592,-0.069410,0.313622,-6.102036,-7.467215,2.220e-16
Set Transformer,ch4t-test-000898,11,1.115362,-0.428354,1.024287,-0.819498,-7.172345,-8.064141,2.220e-16
Set Transformer,ch4t-test-000899,10,1.300760,0.414919,0.479188,0.109570,-5.475781,-7.780218,4.441e-16
Set Transformer,ch4t-test-000900,11,0.229854,-0.710971,1.301205,-0.097091,-7.230036,-7.953033,0.000e+00
Set Transformer,ch4t-test-000901,11,-0.065030,1.547423,-0.277662,0.380923,-6.185360,-7.771014,0.000e+00
Set Transformer,ch4t-test-000902,9,0.008072,1.093971,0.310997,-0.193007,-6.798406,-8.018439,0.000e+00
Set Transformer,ch4t-test-000903,10,-0.259553,0.663214,0.167355,0.462952,-6.602705,-7.636673,0.000e+00
Set Transformer,ch4t-test-000904,11,3.417590,0.016844,-0.828731,0.551584,-4.673739,-7.831025,0.000e+00
Set Transformer,ch4t-test-000905,5,-0.023329,0.897059,-0.013603,0.330910,-6.827826,-8.018863,2.220e-16
Set Transformer,ch4t-test-000906,4,0.017957,0.597914,-0.036084,0.141902,-7.512763,-8.234451,1.110e-16
Set Transformer,ch4t-test-000907,10,-0.076554,2.233813,-0.137666,-0.089907,-6.145455,-8.075141,2.220e-16
Set Transformer,ch4t-test-000908,7,1.226953,-0.738586,0.949701,0.550954,-5.796633,-7.785656,0.000e+00
Set Transformer,ch4t-test-000909,4,-0.142188,0.424357,-0.238812,0.135687,-7.719374,-7.898418,0.000e+00
Set Transformer,ch4t-test-000910,4,0.104996,-0.797754,0.259628,-0.248998,-8.626483,-7.944356,0.000e+00
Set Transformer,ch4t-test-000911,12,3.089457,-0.205647,0.181252,0.380539,-4.627763,-8.073363,4.441e-16
Set Transformer,ch4t-test-000912,9,5.376317,-1.125844,-1.873246,1.115907,-4.514986,-8.008120,4.441e-16
Set Transformer,ch4t-test-000913,5,2.101253,0.488036,0.110114,1.073611,-4.416474,-8.189488,4.441e-16
Set Transformer,ch4t-test-000914,10,3.580392,-0.272430,0.318075,0.108644,-4.133240,-7.867920,4.441e-16
Set Transformer,ch4t-test-000915,12,2.580218,0.511747,0.838527,0.303932,-3.934576,-8.169000,0.000e+00
Set Transformer,ch4t-test-000916,9,4.102720,-0.967322,1.075049,0.313366,-3.399295,-7.923108,0.000e+00
Set Transformer,ch4t-test-000917,5,0.638574,2.037286,0.726139,0.222711,-4.297530,-7.922240,4.441e-16
Set Transformer,ch4t-test-000918,11,1.321902,0.014957,0.467389,0.000389,-6.118049,-7.922685,2.220e-16
Set Transformer,ch4t-test-000919,10,2.401915,0.482734,1.084642,0.036844,-3.701493,-7.707628,0.000e+00
Set Transformer,ch4t-test-000920,5,0.598526,1.420144,0.693091,0.272789,-5.057584,-8.042135,0.000e+00
Set Transformer,ch4t-test-000921,9,0.755714,0.442770,-0.030218,0.219094,-6.641068,-8.028428,0.000e+00
Set Transformer,ch4t-test-000922,5,1.046758,-0.422086,1.581189,0.096376,-5.780895,-8.083132,4.441e-16
Set Transformer,ch4t-test-000923,4,0.007574,0.056600,0.051000,0.027894,-7.596884,-7.739951,0.000e+00
Set Transformer,ch4t-test-000924,6,2.611502,0.723305,0.026209,0.458051,-4.078195,-7.897262,0.000e+00
Set Transformer,ch4t-test-000925,11,1.258906,0.901617,0.026027,0.437001,-5.454904,-8.078455,0.000e+00
Set Transformer,ch4t-test-000926,4,2.339381,0.680837,0.199164,0.434959,-4.328694,-7.983035,0.000e+00
Set Transformer,ch4t-test-000927,8,0.481009,-1.237223,1.981998,-0.213012,-6.936043,-7.948815,2.220e-16
Set Transformer,ch4t-test-000928,8,-0.894850,-1.152357,0.663437,0.360088,-8.599034,-7.575352,0.000e+00
Set Transformer,ch4t-test-000929,5,0.806463,-1.452651,0.957593,0.423277,-7.295501,-8.030183,0.000e+00
Set Transformer,ch4t-test-000930,12,1.055018,-0.044385,1.920277,0.064256,-4.681985,-7.677152,0.000e+00
Set Transformer,ch4t-test-000931,4,1.924857,-0.478901,-0.099748,0.053995,-6.349071,-7.749274,2.220e-16
Set Transformer,ch4t-test-000932,7,1.737203,0.954392,0.112942,0.470692,-4.503292,-7.778522,0.000e+00
Set Transformer,ch4t-test-000933,4,-0.131253,-0.804714,0.159112,-0.030746,-8.899435,-8.091833,0.000e+00
Set Transformer,ch4t-test-000934,7,2.119661,0.082957,-0.077549,0.334282,-5.386942,-7.846293,8.882e-16
Set Transformer,ch4t-test-000935,12,1.196629,0.268195,0.536974,0.431173,-5.296461,-7.729432,4.441e-16
Set Transformer,ch4t-test-000936,10,2.061460,0.754474,1.408161,0.159069,-3.204891,-7.588056,8.882e-16
Set Transformer,ch4t-test-000937,7,1.464381,0.656403,0.255287,0.413260,-5.135098,-7.924429,4.441e-16
Set Transformer,ch4t-test-000938,5,0.370975,0.871211,0.342482,0.001940,-6.498294,-8.084902,2.220e-16
Set Transformer,ch4t-test-000939,11,2.089224,-0.069954,1.298221,-0.177447,-4.767389,-7.907433,4.441e-16
Set Transformer,ch4t-test-000940,6,0.077564,0.735510,-0.058418,0.380776,-6.355357,-7.490789,0.000e+00
Set Transformer,ch4t-test-000941,12,3.277448,0.327803,0.460865,0.621835,-3.113557,-7.801508,8.882e-16
Set Transformer,ch4t-test-000942,9,1.356007,-1.293181,1.512638,0.071065,-6.307007,-7.953537,4.441e-16
Set Transformer,ch4t-test-000943,5,2.082872,0.474138,0.695595,0.332132,-4.467218,-8.051955,0.000e+00
Set Transformer,ch4t-test-000944,4,0.848723,0.758284,0.156108,0.135841,-6.312959,-8.211915,2.220e-16
Set Transformer,ch4t-test-000945,5,1.675350,-0.682930,1.915921,-0.629116,-5.481369,-7.760594,0.000e+00
Set Transformer,ch4t-test-000946,8,1.738497,0.440108,0.585559,0.135232,-5.121751,-8.021147,0.000e+00
Set Transformer,ch4t-test-000947,5,2.201375,0.253214,-0.184957,0.300867,-5.375969,-7.946469,0.000e+00
Set Transformer,ch4t-test-000948,11,1.860321,0.700206,0.850962,-0.009936,-4.603068,-8.004620,4.441e-16
Set Transformer,ch4t-test-000949,8,2.287985,0.203491,0.477764,0.520278,-4.244099,-7.733617,0.000e+00
Set Transformer,ch4t-test-000950,9,-0.214785,-0.047418,0.057100,-0.004852,-8.439541,-8.229586,2.776e-17
Set Transformer,ch4t-test-000951,5,1.565865,1.804413,0.519466,0.340623,-3.400491,-7.630857,8.882e-16
Set Transformer,ch4t-test-000952,11,0.294941,0.778877,-0.034095,0.240834,-6.698817,-7.979374,2.220e-16
Set Transformer,ch4t-test-000953,10,1.039801,1.492305,0.262778,0.523349,-4.690909,-8.009142,0.000e+00
Set Transformer,ch4t-test-000954,6,0.507002,0.295764,0.307751,-0.018376,-6.976528,-8.068670,2.220e-16
Set Transformer,ch4t-test-000955,10,0.068854,0.551624,0.030858,-0.077160,-7.481722,-8.055898,0.000e+00
Set Transformer,ch4t-test-000956,6,2.912695,-0.982361,1.103661,0.111788,-4.796955,-7.942739,4.441e-16
Set Transformer,ch4t-test-000957,8,-0.144813,1.036794,-0.065254,-0.060358,-7.334878,-8.101247,1.110e-16
Set Transformer,ch4t-test-000958,5,2.322911,0.208277,0.673689,0.684172,-4.150080,-8.039128,0.000e+00
Set Transformer,ch4t-test-000959,5,0.917960,0.790760,0.091806,0.472029,-5.563624,-7.836178,0.000e+00
Set Transformer,ch4t-test-000960,9,0.036636,0.975610,-0.141408,0.275821,-6.704858,-7.851516,0.000e+00
Set Transformer,ch4t-test-000961,4,2.676807,0.264899,0.185345,0.565073,-4.290856,-7.982981,0.000e+00
Set Transformer,ch4t-test-000962,5,1.106031,-0.823542,1.347475,-0.230354,-6.163425,-7.563035,2.220e-16
Set Transformer,ch4t-test-000963,6,0.621089,0.066443,0.251926,-0.130659,-7.375643,-8.184441,0.000e+00
Set Transformer,ch4t-test-000964,12,3.467527,-0.341422,-0.177395,0.391466,-4.574845,-7.915020,4.441e-16
Set Transformer,ch4t-test-000965,10,0.906234,-0.626912,0.115239,-0.171170,-7.198351,-7.421742,8.327e-17
Set Transformer,ch4t-test-000966,7,1.124636,0.541918,0.083728,0.500499,-5.546379,-7.797160,0.000e+00
Set Transformer,ch4t-test-000967,4,2.170868,0.195943,0.100278,0.455702,-5.047611,-7.970401,4.441e-16
Set Transformer,ch4t-test-000968,5,-0.156935,-0.199882,1.105788,0.120204,-6.904671,-7.773845,0.000e+00
Set Transformer,ch4t-test-000969,12,0.170297,0.742100,0.447428,-0.177313,-6.733658,-7.916171,0.000e+00
Set Transformer,ch4t-test-000970,9,0.845416,-0.110869,1.075979,0.110643,-6.185757,-8.106926,0.000e+00
Set Transformer,ch4t-test-000971,5,-0.044076,0.779298,0.092803,0.198746,-6.521828,-7.548598,0.000e+00
Set Transformer,ch4t-test-000972,12,0.379439,0.729450,0.258720,0.526387,-6.049952,-7.943948,0.000e+00
Set Transformer,ch4t-test-000973,8,2.179179,0.812270,-0.321804,0.328772,-4.831304,-7.829722,0.000e+00
Set Transformer,ch4t-test-000974,8,7.075640,-2.024570,-1.915874,0.639634,-4.088707,-7.863537,4.441e-16
Set Transformer,ch4t-test-000975,12,3.181688,0.461767,-0.640472,0.395556,-4.491171,-7.889709,0.000e+00
Set Transformer,ch4t-test-000976,11,2.307755,-0.607484,1.518879,0.880469,-3.881118,-7.980738,0.000e+00
Set Transformer,ch4t-test-000977,12,2.013925,0.342935,0.814411,0.818405,-4.112279,-8.101956,4.441e-16
Set Transformer,ch4t-test-000978,7,0.407004,0.351858,0.028408,0.200999,-6.912463,-7.900732,1.110e-16
Set Transformer,ch4t-test-000979,12,1.275774,-0.652010,2.070226,0.157187,-5.010661,-7.861838,4.441e-16
Set Transformer,ch4t-test-000980,6,1.332077,0.660459,0.711232,0.009486,-5.012929,-7.726183,4.441e-16
Set Transformer,ch4t-test-000981,5,1.503979,1.558899,1.412538,-0.124725,-4.169102,-8.519793,0.000e+00
Set Transformer,ch4t-test-000982,8,1.098007,-0.737624,0.646275,1.755953,-5.460946,-8.223557,0.000e+00
Set Transformer,ch4t-test-000983,11,-0.002422,0.855258,0.230727,-0.323318,-6.873946,-7.634191,0.000e+00
Set Transformer,ch4t-test-000984,8,0.298252,0.512591,1.138754,-0.127932,-6.369620,-8.191285,2.220e-16
Set Transformer,ch4t-test-000985,11,3.268012,-0.000865,0.500843,0.487058,-3.696886,-7.951934,8.882e-16
Set Transformer,ch4t-test-000986,6,1.793511,0.040492,0.846605,0.557583,-4.621539,-7.859729,0.000e+00
Set Transformer,ch4t-test-000987,9,-0.363003,0.201128,-0.038466,0.026432,-8.069548,-7.895638,1.110e-16
Set Transformer,ch4t-test-000988,10,0.000776,1.979234,0.242331,-0.453490,-6.145018,-7.913869,2.220e-16
Set Transformer,ch4t-test-000989,4,-0.015764,0.093946,-0.073003,0.158034,-7.998180,-8.161393,0.000e+00
Set Transformer,ch4t-test-000990,12,2.224440,-0.829899,1.190702,0.774168,-4.425484,-7.784895,0.000e+00
Set Transformer,ch4t-test-000991,10,1.674121,0.213232,-0.007415,0.443693,-5.855682,-8.179312,0.000e+00
Set Transformer,ch4t-test-000992,12,3.109276,-1.919524,-1.403851,0.196696,-7.927322,-7.909920,5.551e-16
Set Transformer,ch4t-test-000993,6,-3.536396,-1.887193,1.316530,-0.690744,-12.761712,-7.963909,8.882e-16
Set Transformer,ch4t-test-000994,12,1.886667,-0.114262,0.550382,0.529563,-5.335195,-8.187544,0.000e+00
Set Transformer,ch4t-test-000995,5,0.377290,-0.220781,0.121085,0.768196,-7.012407,-8.058196,0.000e+00
Set Transformer,ch4t-test-000996,6,2.926463,-0.192917,1.030208,0.603669,-3.210405,-7.577827,0.000e+00
Set Transformer,ch4t-test-000997,9,3.696295,0.235251,-0.590735,0.645220,-4.125483,-8.111513,0.000e+00
Set Transformer,ch4t-test-000998,11,1.888454,1.832751,0.426105,0.326600,-3.464827,-7.938737,8.882e-16
Set Transformer,ch4t-test-000999,12,4.608623,-1.140639,-1.223471,1.802738,-3.954282,-8.001534,0.000e+00
Set Transformer,ch4t-test-001000,5,-0.033333,0.614321,-0.078475,0.041332,-7.162710,-7.706555,1.110e-16
Set Transformer,ch4t-test-001001,9,-0.021979,1.793962,-0.301054,0.151655,-6.638980,-8.261563,0.000e+00
Set Transformer,ch4t-test-001002,7,0.014933,1.142573,-0.039288,0.201957,-6.616894,-7.937069,2.220e-16
Set Transformer,ch4t-test-001003,6,0.316269,1.732154,0.035430,0.205562,-6.002350,-8.291764,0.000e+00
Set Transformer,ch4t-test-001004,6,1.114295,0.800569,0.408035,0.570245,-5.027621,-7.920766,8.882e-16
Set Transformer,ch4t-test-001005,7,1.333854,-0.027619,1.543884,-0.045922,-5.363784,-8.167981,0.000e+00
Set Transformer,ch4t-test-001006,4,1.406785,0.221641,0.770239,0.466695,-5.245166,-8.110526,4.441e-16
Set Transformer,ch4t-test-001007,8,1.878402,0.503549,0.386521,0.536857,-4.688265,-7.993595,0.000e+00
Set Transformer,ch4t-test-001008,11,0.452095,1.558209,-0.027371,0.397540,-5.289641,-7.670115,0.000e+00
Set Transformer,ch4t-test-001009,5,-0.133724,-0.074826,0.137893,-0.386140,-8.706343,-8.249546,0.000e+00
Set Transformer,ch4t-test-001010,5,-0.113712,0.809284,-0.035937,-0.021117,-7.553206,-8.191725,0.000e+00
Set Transformer,ch4t-test-001011,11,5.923674,-1.377798,-0.430721,0.618203,-2.745141,-7.478498,8.882e-16
Set Transformer,ch4t-test-001012,11,-0.018443,1.241093,0.085728,0.161833,-6.386483,-7.856694,2.220e-16
Set Transformer,ch4t-test-001013,4,-0.018140,-1.251533,0.185380,-0.054890,-9.309886,-8.170701,2.220e-16
Set Transformer,ch4t-test-001014,12,0.002020,0.502120,0.073556,0.069968,-7.472056,-8.119720,1.110e-16
Set Transformer,ch4t-test-001015,9,2.325860,-0.777020,1.392114,0.556350,-4.705423,-8.202726,4.441e-16
Set Transformer,ch4t-test-001016,12,0.424684,0.874165,1.145875,0.301021,-5.306591,-8.052335,0.000e+00
Set Transformer,ch4t-test-001017,9,-0.213409,0.691648,-0.312894,0.266250,-7.886928,-8.318523,0.000e+00
Set Transformer,ch4t-test-001018,10,3.275817,0.034946,0.490407,0.158821,-4.276109,-8.236100,8.882e-16
Set Transformer,ch4t-test-001019,11,1.526463,-0.193209,1.997027,0.063781,-4.443022,-7.837084,0.000e+00
Set Transformer,ch4t-test-001020,6,2.721349,-1.681453,-0.918739,0.801005,-7.003715,-7.925876,2.220e-16
Set Transformer,ch4t-test-001021,8,1.792023,0.292147,0.341287,0.745698,-4.648372,-7.819527,0.000e+00
Set Transformer,ch4t-test-001022,6,1.173520,0.589181,0.675042,0.193148,-5.599655,-8.230546,4.441e-16
Set Transformer,ch4t-test-001023,7,0.962250,-0.057918,0.653899,0.604855,-5.889720,-8.052806,0.000e+00
Set Transformer,ch4t-test-001024,6,-0.284856,1.109688,-0.390226,0.167054,-7.298038,-7.899697,1.110e-16
Set Transformer,ch4t-test-001025,12,4.302719,-0.348828,-0.893359,1.133130,-3.848426,-8.042090,0.000e+00
Set Transformer,ch4t-test-001026,6,1.923098,0.131812,0.568661,0.537895,-4.957320,-8.118786,0.000e+00
Set Transformer,ch4t-test-001027,4,3.672228,0.214936,0.100801,0.434530,-3.806437,-8.228931,8.882e-16
Set Transformer,ch4t-test-001028,11,1.891490,-0.050467,1.493001,0.032542,-4.497909,-7.864475,4.441e-16
Set Transformer,ch4t-test-001029,12,2.611676,-0.342354,1.434153,0.087531,-4.327132,-8.118139,4.441e-16
Set Transformer,ch4t-test-001030,7,-0.167259,0.419172,-0.208922,-0.306740,-8.091678,-7.827928,0.000e+00
Set Transformer,ch4t-test-001031,6,6.053170,-1.672121,-0.857267,0.997137,-3.461019,-7.981938,8.882e-16
Set Transformer,ch4t-test-001032,4,4.118661,0.420581,-0.506389,0.347057,-3.345916,-7.725824,0.000e+00
Set Transformer,ch4t-test-001033,9,1.471614,0.077801,0.324123,-0.541115,-6.476222,-7.808644,2.220e-16
Set Transformer,ch4t-test-001034,6,0.444051,0.942836,0.131577,0.506701,-5.788333,-7.813498,0.000e+00
Set Transformer,ch4t-test-001035,9,2.665277,-1.352530,2.294857,-0.270094,-4.618685,-7.956196,4.441e-16
Set Transformer,ch4t-test-001036,7,3.080955,-0.722024,1.087709,0.728512,-4.295892,-8.471044,0.000e+00
Set Transformer,ch4t-test-001037,8,5.404366,-1.162596,-1.358778,0.763727,-4.386019,-8.032738,4.441e-16
Set Transformer,ch4t-test-001038,7,1.778040,0.114417,0.917860,0.901931,-4.295047,-8.007296,4.441e-16
Set Transformer,ch4t-test-001039,7,2.080776,-0.653160,1.529770,0.285459,-4.964268,-8.207113,8.882e-16
Set Transformer,ch4t-test-001040,6,-0.238866,0.285983,-0.480171,0.394652,-8.165818,-8.127416,1.110e-16
Set Transformer,ch4t-test-001041,12,2.837824,0.927574,0.283478,0.520343,-3.418749,-7.987967,0.000e+00
Set Transformer,ch4t-test-001042,7,1.341127,0.933490,0.550298,0.086722,-5.026367,-7.938005,0.000e+00
Set Transformer,ch4t-test-001043,12,2.830867,-0.696029,0.822418,0.624027,-4.465255,-8.046537,8.882e-16
Set Transformer,ch4t-test-001044,4,3.621349,-0.127369,0.888775,0.400270,-3.082892,-7.865916,1.776e-15
Set Transformer,ch4t-test-001045,5,2.095823,0.554354,0.966252,0.058380,-4.716107,-8.390915,0.000e+00
Set Transformer,ch4t-test-001046,6,-0.187673,0.664426,-0.003754,0.146906,-7.381363,-8.001268,0.000e+00
Set Transformer,ch4t-test-001047,4,2.566176,-0.871083,1.567610,-0.179421,-4.600444,-7.683725,4.441e-16
Set Transformer,ch4t-test-001048,10,-0.068617,0.369869,-0.018920,0.358126,-7.362954,-8.003412,0.000e+00
Set Transformer,ch4t-test-001049,8,0.764118,-0.764679,1.082542,0.184041,-6.756274,-8.022296,2.220e-16
Set Transformer,ch4t-test-001050,10,-0.011492,1.565199,-0.258106,-0.095036,-6.833539,-8.034105,0.000e+00
Set Transformer,ch4t-test-001051,8,0.671252,0.705909,0.558596,0.318690,-5.708730,-7.963176,0.000e+00
Set Transformer,ch4t-test-001052,4,-0.037529,1.254934,0.074407,-0.124732,-6.744387,-7.911467,0.000e+00
Set Transformer,ch4t-test-001053,7,2.063760,-0.335486,0.923122,-0.264878,-5.105117,-7.491634,0.000e+00
Set Transformer,ch4t-test-001054,9,1.041518,-0.266847,1.029889,0.235977,-5.659309,-7.699846,4.441e-16
Set Transformer,ch4t-test-001055,9,1.246353,0.890501,0.860461,0.272202,-4.771236,-8.040752,0.000e+00
Set Transformer,ch4t-test-001056,10,2.196684,-0.319415,0.267129,0.438916,-5.401850,-7.985164,0.000e+00
Set Transformer,ch4t-test-001057,10,-0.003787,0.945238,-0.036800,-0.151208,-7.357881,-8.111323,0.000e+00
Set Transformer,ch4t-test-001058,12,0.733189,1.682643,0.792787,0.388227,-4.328806,-7.925652,0.000e+00
Set Transformer,ch4t-test-001059,8,0.760893,1.010585,0.215609,0.466788,-5.605712,-8.059587,0.000e+00
Set Transformer,ch4t-test-001060,9,0.525248,0.770607,0.314626,0.529082,-5.796479,-7.936042,0.000e+00
Set Transformer,ch4t-test-001061,7,6.600911,-1.272083,-2.688033,1.160273,-3.986498,-7.787566,0.000e+00
Set Transformer,ch4t-test-001062,8,2.984823,0.055787,0.682320,0.542439,-3.679522,-7.944891,0.000e+00
Set Transformer,ch4t-test-001063,10,-0.073672,0.416917,-0.065388,-0.032632,-7.586891,-7.832117,2.776e-17
Set Transformer,ch4t-test-001064,5,4.463706,-1.255982,-0.478646,1.425772,-3.867441,-8.022290,0.000e+00
Set Transformer,ch4t-test-001065,5,-0.016964,0.242031,0.052134,0.131651,-7.597600,-8.006452,0.000e+00
Set Transformer,ch4t-test-001066,8,-0.400287,-0.207798,1.161231,-0.236700,-7.829635,-8.146082,1.110e-16
Set Transformer,ch4t-test-001067,11,1.124684,0.073360,0.773918,0.211057,-5.575283,-7.758302,0.000e+00
Set Transformer,ch4t-test-001068,6,1.238336,0.016223,-0.154971,0.485225,-6.223646,-7.808459,0.000e+00
Set Transformer,ch4t-test-001069,7,2.877658,-1.180429,-1.000830,0.816627,-6.619530,-8.132556,4.441e-16
Set Transformer,ch4t-test-001070,7,1.759791,0.590110,1.287220,-0.309609,-4.357453,-7.684966,0.000e+00
Set Transformer,ch4t-test-001071,6,-0.071748,0.623881,-0.126552,0.100452,-7.399787,-7.925821,0.000e+00
Set Transformer,ch4t-test-001072,9,1.675500,-0.010743,0.782495,0.491328,-4.749401,-7.687981,0.000e+00
Set Transformer,ch4t-test-001073,10,-0.547248,-0.124075,0.427515,-0.397693,-8.284535,-7.643035,2.220e-16
Set Transformer,ch4t-test-001074,6,0.207570,0.791948,-0.135425,0.108411,-6.944550,-7.917054,0.000e+00
Set Transformer,ch4t-test-001075,4,3.737702,1.351038,-1.800539,1.359493,-3.093045,-7.740739,8.882e-16
Set Transformer,ch4t-test-001076,10,2.541043,0.427695,1.032135,0.333265,-3.790119,-8.124257,0.000e+00
Set Transformer,ch4t-test-001077,5,0.750066,-0.076284,1.117861,-0.049573,-6.359799,-8.101869,0.000e+00
Set Transformer,ch4t-test-001078,6,-0.173568,0.523667,-0.308362,0.147036,-7.286876,-7.475649,5.551e-17
Set Transformer,ch4t-test-001079,4,0.685033,0.418324,0.254809,0.282667,-6.625248,-8.266080,0.000e+00
Set Transformer,ch4t-test-001080,7,1.906722,1.541654,0.409515,0.295493,-3.640104,-7.793487,0.000e+00
Set Transformer,ch4t-test-001081,5,1.594334,-0.753434,1.865355,-0.276370,-5.691114,-8.120999,4.441e-16
Set Transformer,ch4t-test-001082,4,0.882859,0.753891,0.243608,0.095268,-5.997320,-7.972945,2.220e-16
Set Transformer,ch4t-test-001083,10,0.007487,1.398136,0.080014,0.024159,-6.376129,-7.885925,2.220e-16
Set Transformer,ch4t-test-001084,6,-0.234208,-1.014665,-0.087065,0.071225,-9.183350,-7.918638,2.220e-16
Set Transformer,ch4t-test-001085,4,-0.025330,1.062477,0.116304,-0.104951,-6.808270,-7.856771,2.220e-16
Set Transformer,ch4t-test-001086,5,2.224487,-0.193712,0.212954,0.394521,-5.286061,-7.924311,0.000e+00
Set Transformer,ch4t-test-001087,6,0.140565,0.148863,0.651383,-0.270533,-7.245736,-7.916014,1.110e-16
Set Transformer,ch4t-test-001088,10,6.827734,-0.335936,-1.861091,1.142368,-2.444841,-8.217916,0.000e+00
Set Transformer,ch4t-test-001089,12,2.488978,-0.942661,2.329293,0.171654,-4.270850,-8.318114,0.000e+00
Set Transformer,ch4t-test-001090,12,1.704184,1.223393,0.817434,0.357126,-3.898846,-8.000982,8.882e-16
Set Transformer,ch4t-test-001091,9,5.645344,-1.421026,-1.766938,1.675207,-3.876429,-8.009016,8.882e-16
Set Transformer,ch4t-test-001092,7,0.221648,-0.243264,0.680400,0.191273,-6.870658,-7.720715,0.000e+00
Set Transformer,ch4t-test-001093,8,1.324007,0.983835,1.025074,0.119031,-5.012077,-8.464024,0.000e+00
Set Transformer,ch4t-test-001094,11,1.436734,-1.433145,1.464426,-0.114639,-6.018958,-7.372335,2.220e-16
Set Transformer,ch4t-test-001095,10,0.523365,-0.638776,0.436548,0.336719,-7.407234,-8.065089,0.000e+00
Set Transformer,ch4t-test-001096,4,-0.243371,1.125359,-0.120760,-0.110276,-7.258080,-7.909031,1.110e-16
Set Transformer,ch4t-test-001097,4,-0.041124,0.428130,-0.077616,0.204528,-6.905678,-7.419596,0.000e+00
Set Transformer,ch4t-test-001098,4,-0.016271,0.103621,0.191576,-0.081489,-7.941501,-8.138938,2.776e-17
Set Transformer,ch4t-test-001099,8,-0.044570,0.946781,-0.045953,-0.079157,-7.405726,-8.182827,1.110e-16
Set Transformer,ch4t-test-001100,10,-0.052916,1.556868,-0.068466,0.091653,-6.104880,-7.632019,2.220e-16
Set Transformer,ch4t-test-001101,4,0.888781,-0.576780,1.248986,0.085586,-6.363827,-8.010400,0.000e+00
Set Transformer,ch4t-test-001102,6,-0.092795,1.715964,-0.008786,-0.040751,-6.493666,-8.067298,2.220e-16
Set Transformer,ch4t-test-001103,7,2.196502,-0.422806,1.035600,0.016848,-5.623215,-8.449360,0.000e+00
Set Transformer,ch4t-test-001104,11,0.531889,1.279115,0.671898,0.228805,-5.132165,-7.843872,4.441e-16
Set Transformer,ch4t-test-001105,8,3.086546,-0.903196,1.408198,0.744560,-3.439540,-7.775648,8.882e-16
Set Transformer,ch4t-test-001106,8,1.036183,1.482855,0.437650,0.485537,-4.388933,-7.831158,4.441e-16
Set Transformer,ch4t-test-001107,4,0.040413,0.543054,-0.237104,0.136783,-7.357489,-7.840636,0.000e+00
Set Transformer,ch4t-test-001108,11,5.271408,-0.870371,0.636909,0.484136,-2.140129,-7.662212,0.000e+00
